,latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
4453,-15.80725761,35.05771973,53.0692,0.6094,"POLYGON((35.0577726212215 -15.807283772319, 35.0576973144214 -15.8072043563732, 35.0576668350237 -15.8072314490049, 35.0577421418258 -15.8073108649602, 35.0577726212215 -15.807283772319))",5GPQ53V5+33XJ
8302,-15.81237368,35.06221958,591.6965,0.7994,"POLYGON((35.0623370780873 -15.8125293885432, 35.062249948768 -15.8122345454126, 35.0622513089639 -15.8122341686474, 35.0622358613133 -15.8121818941252, 35.0621020857299 -15.8122189490197, 35.0622043907343 -15.812565147087, 35.0623370780873 -15.8125293885432))",5GPQ53Q6+3V52
10186,-15.80950322,35.06435472,70.227,0.6498,"POLYGON((35.0644195343807 -15.8095226564541, 35.0644163370665 -15.80947595906, 35.0642899406928 -15.8094840711721, 35.0642925019443 -15.8095301899537, 35.0644195343807 -15.8095226564541))",5GPQ53R7+5PXV
11797,-15.80910123,35.05767426,171.0608,0.7587,"POLYGON((35.0576856808531 -15.8091960218945, 35.057741718835 -15.8090316445648, 35.0576628374308 -15.809006437287, 35.057606799387 -15.8091708146035, 35.0576856808531 -15.8091960218945))",5GPQ53R5+933W
13976,-15.80873427,35.05908929,57.1515,0.7057,"POLYGON((35.0590614468289 -15.80880316558, 35.0591447314777 -15.8086833546023, 35.0591171349563 -15.8086653727366, 35.0590338502929 -15.8087851837031, 35.0590614468289 -15.80880316558))",5GPQ53R5+GJ4Q
14977,-15.8061489,35.06129819,15.0463,0.7367,"POLYGON((35.0613101211782 -15.8061758927928, 35.0613095722759 -15.8061216846509, 35.0612862435193 -15.8061219060838, 35.0612867924154 -15.8061761142265, 35.0613101211782 -15.8061758927928))",5GPQ53V6+GGV4
15394,-15.81310807,35.0676447,294.8701,0.8058,"POLYGON((35.0677373175299 -15.8130378602763, 35.0676270060489 -15.8130300337876, 35.0676248007779 -15.8130591682834, 35.0675436549852 -15.8130534110358, 35.0675364304931 -15.8131488554421, 35.0675925613437 -15.813152837894, 35.0675907901353 -15.8131762378186, 35.0677261166807 -15.8131858390971, 35.0677373175299 -15.8130378602763))",5GPQ53P9+Q32P
15560,-15.80973958,35.06929586,61.9711,0.7003,"POLYGON((35.0693451961134 -15.8097236688606, 35.0692745844438 -15.8096936440114, 35.069246530952 -15.8097554869419, 35.069317142641 -15.8097855117985, 35.0693451961134 -15.8097236688606))",5GPQ53R9+4P3F
16207,-15.8059034,35.05427558,120.0724,0.8442,"POLYGON((35.0543491333664 -15.8058944533644, 35.0542434903091 -15.8058386950971, 35.0542020220547 -15.8059123448956, 35.0543076651439 -15.8059681031795, 35.0543491333664 -15.8058944533644))",5GPQ53V3+JPJX
16875,-15.80555233,35.06688802,60.7745,0.7538,"POLYGON((35.0669376659533 -15.8055365957181, 35.066859591818 -15.8055098892503, 35.0668383652057 -15.8055680589812, 35.0669164393626 -15.8055947654542, 35.0669376659533 -15.8055365957181))",5GPQ53V8+QQCV
29811,-15.80892362,35.05852577,53.0235,0.7881,"POLYGON((35.0585781359701 -15.8089309643782, 35.0585022074786 -15.8088777614088, 35.0584734113094 -15.8089162839286, 35.0585493398102 -15.8089694869076, 35.0585781359701 -15.8089309643782))",5GPQ53R5+CCJ5
31840,-15.81173561,35.05510057,70.8035,0.8017,"POLYGON((35.0551521453005 -15.8117136393331, 35.0550915314399 -15.8116817661318, 35.0550489959583 -15.8117575883495, 35.0551096098379 -15.8117894615604, 35.0551521453005 -15.8117136393331))",5GPQ53Q4+825C
32365,-15.807874,35.0658916,63.2686,0.6099,"POLYGON((35.0659244076484 -15.80791869693, 35.0659141619301 -15.8078237031672, 35.065858781644 -15.8078293022594, 35.065869027337 -15.8079242960279, 35.0659244076484 -15.80791869693))",5GPQ53R8+V924
33613,-15.8050001,35.0582717,44.0243,0.6071,"POLYGON((35.0583349 -15.8049999, 35.0582161 -15.804971, 35.0582085 -15.8050003, 35.0583273 -15.8050292, 35.0583349 -15.8049999))",5GPQ53V5+X8RW
34241,-15.81022773,35.06052955,92.2175,0.6114,"POLYGON((35.0605859356577 -15.8102560109793, 35.0605653244553 -15.8101769336062, 35.0604731677103 -15.8101994491971, 35.0604937788814 -15.8102785265829, 35.0605859356577 -15.8102560109793))",5GPQ53Q6+W62X
34773,-15.80766695,35.06783143,239.0569,0.7279,"POLYGON((35.0679231049694 -15.8076239394684, 35.0677861581733 -15.8075785899382, 35.067739751688 -15.8077099532361, 35.0678766985697 -15.8077553027857, 35.0679231049694 -15.8076239394684))",5GPQ53R9+W4P8
35141,-15.81276585,35.06755048,66.9466,0.7149,"POLYGON((35.0676211759775 -15.812748091165, 35.0674812054528 -15.8127434419782, 35.0674797824247 -15.8127835991842, 35.0676197529773 -15.8127882483686, 35.0676211759775 -15.812748091165))",5GPQ53P9+V2V8
35273,-15.809907,35.05783976,12.8096,0.715,"POLYGON((35.0578568503471 -15.809922925639, 35.0578586241432 -15.8098930793311, 35.057822667061 -15.8098910762189, 35.0578208932598 -15.809920922528, 35.0578568503471 -15.809922925639))",5GPQ53R5+24PQ
36094,-15.81338782,35.061276,161.8492,0.8122,"POLYGON((35.0613326990421 -15.8133267877993, 35.0612263806999 -15.8133212651709, 35.061219309624 -15.8134488614267, 35.0613256280337 -15.8134543840507, 35.0613326990421 -15.8133267877993))",5GPQ53P6+JGRH
39616,-15.80532604,35.05857335,114.8739,0.722,"POLYGON((35.0585951272933 -15.8054060717664, 35.0586318357016 -15.8053127807171, 35.0586019310794 -15.8053017503307, 35.0586103405842 -15.8052803783439, 35.0585458946294 -15.8052566072906, 35.058511445687 -15.8053441560256, 35.0585758916676 -15.8053679270863, 35.0585652226578 -15.8053950413764, 35.0585951272933 -15.8054060717664))",5GPQ53V5+VC8V
40079,-15.81105167,35.06799116,29.2298,0.6998,"POLYGON((35.0680157255386 -15.8110767990462, 35.0680141021186 -15.8110251414675, 35.0679665829874 -15.8110265412661, 35.0679682063958 -15.8110781988467, 35.0680157255386 -15.8110767990462))",5GPQ53Q9+H5HW
41683,-15.81232934,35.05466999,77.939,0.7817,"POLYGON((35.054729116779 -15.8123210994927, 35.0546431339251 -15.8122776828054, 35.0546108652539 -15.8123375835859, 35.0546968481296 -15.8123810002835, 35.054729116779 -15.8123210994927))",5GPQ53Q3+3V7V
41929,-15.81028612,35.0583162,269.35,0.772,"POLYGON((35.0584251520507 -15.8102615045016, 35.0582535301835 -15.8101963785607, 35.0582072351979 -15.8103107341517, 35.0583788571564 -15.810375860119, 35.0584251520507 -15.8102615045016))",5GPQ53Q5+V8PC
43327,-15.81194255,35.05219146,22.8629,0.6638,"POLYGON((35.05218831362 -15.8119718820551, 35.0522176898214 -15.8119344050698, 35.0522147647803 -15.8119132388936, 35.0521861390002 -15.811916946937, 35.052166565832 -15.8119551494312, 35.0521692199735 -15.8119743553507, 35.05218831362 -15.8119718820551))",5GPQ53Q2+6VG6
44194,-15.81285236,35.05751337,38.166,0.7177,"POLYGON((35.0575056070629 -15.8129053595067, 35.057549560274 -15.8128118894238, 35.0575211298313 -15.8127993581326, 35.0574771766084 -15.8128928282108, 35.0575056070629 -15.8129053595067))",5GPQ53P5+V22V
48376,-15.81049678,35.05828459,511.0117,0.7879,"POLYGON((35.0584278697817 -15.8104722266351, 35.0581893350359 -15.8103489938366, 35.0581337432103 -15.8104498587935, 35.0582641157691 -15.8105172124517, 35.0582163464276 -15.8106038844422, 35.0583245087537 -15.8106597636511, 35.0584278697817 -15.8104722266351))",5GPQ53Q5+R832
54082,-15.81132989,35.06830794,22.2258,0.7208,"POLYGON((35.0683243543626 -15.8113560782659, 35.0683296494746 -15.8113076252451, 35.068291518247 -15.8113037192088, 35.0682862231254 -15.8113521722296, 35.0683243543626 -15.8113560782659))",5GPQ53Q9+F87X
54791,-15.80765191,35.06101272,60.8906,0.7506,"POLYGON((35.0610685730829 -15.80764355, 35.0609742208259 -15.8076118615755, 35.060956872607 -15.8076602813758, 35.0610512248857 -15.8076919698055, 35.0610685730829 -15.80764355))",5GPQ53R6+WCJV
55439,-15.81236521,35.05214843,159.7916,0.8381,"POLYGON((35.0522247475977 -15.8123150986258, 35.0521503512559 -15.812275951859, 35.0520721106104 -15.8124153266492, 35.0521465069928 -15.8124544734368, 35.0522247475977 -15.8123150986258))",5GPQ53Q2+3V28
59014,-15.80998936,35.06497499,1142.4651,0.7324,"POLYGON((35.0652364801474 -15.8100219934431, 35.0648158151321 -15.8097858743687, 35.0647135025098 -15.8099567343299, 35.0651341678094 -15.8101928535689, 35.0652364801474 -15.8100219934431))",5GPQ53R7+2X5C
60059,-15.80916076,35.05195923,222.6192,0.7898,"POLYGON((35.0519691483083 -15.8092398601967, 35.0519874205963 -15.8092071993659, 35.0520159022297 -15.8092221355752, 35.0520645120546 -15.8091352477905, 35.0519815223262 -15.8090917266721, 35.0519654714559 -15.8091204168367, 35.0519051915643 -15.8090888050805, 35.0518543602614 -15.8091796635015, 35.0519691483083 -15.8092398601967))",5GPQ53R2+8QPG
