,latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
139,-15.7847709,35.00695515,168.4855,0.7576,"POLYGON((35.0070424472123 -15.784760180712, 35.0069159410913 -15.7846946096988, 35.0068678422346 -15.7847816159027, 35.0069943484004 -15.7848471869403, 35.0070424472123 -15.784760180712))",5GPQ6284+3QW4
2905,-15.78493008,35.01465246,111.1267,0.726,"POLYGON((35.0146656997224 -15.7850289802367, 35.0146871000996 -15.7848361663044, 35.0146392133659 -15.7848311830359, 35.0146178129461 -15.7850239969684, 35.0146656997224 -15.7850289802367))",5GPQ6287+2VCQ
3195,-15.78823298,35.00741013,70.9763,0.6427,"POLYGON((35.0074727074667 -15.7882235476202, 35.0074427342356 -15.7881804013545, 35.0073475432886 -15.7882424006703, 35.007377516512 -15.7882855469504, 35.0074727074667 -15.7882235476202))",5GPQ6264+PX3J
6954,-15.7884452,35.00070114,42.1359,0.8115,"POLYGON((35.0007456723428 -15.7884417474377, 35.0006800214311 -15.78840707806, 35.0006566030397 -15.7884486549288, 35.0007222539627 -15.7884833243123, 35.0007456723428 -15.7884417474377))",5GPQ6262+J7G3
9776,-15.78759007,35.00867374,58.7992,0.6754,"POLYGON((35.0086827741233 -15.787654504961, 35.0087039518457 -15.7875320037801, 35.0086647092756 -15.7875256431431, 35.0086435315281 -15.7876481443224, 35.0086827741233 -15.787654504961))",5GPQ6265+XF78
11058,-15.78073474,35.00352183,267.3666,0.7869,"POLYGON((35.0036266297495 -15.7807104096591, 35.0034920368694 -15.7806344453026, 35.0034170243155 -15.7807590629369, 35.0035516172608 -15.7808350273331, 35.0036266297495 -15.7807104096591))",5GPQ6293+PC2P
12337,-15.78300775,35.01675801,350.8031,0.827,"POLYGON((35.0168896584416 -15.7829179710773, 35.0168415866493 -15.7828873830678, 35.0168024547908 -15.7829450455778, 35.0167231381624 -15.7828945764774, 35.0166704530993 -15.7829722101234, 35.0167169806618 -15.7830018155783, 35.0166504247188 -15.7830998884897, 35.0167312856491 -15.783151340203, 35.0168896584416 -15.7829179710773))",5GPQ6288+QPRM
16647,-15.78396986,35.00220115,21.2188,0.7336,"POLYGON((35.0022214341595 -15.7839919565205, 35.0022268172215 -15.783953850934, 35.0021808761212 -15.7839477659132, 35.0021754930505 -15.7839858714996, 35.0022214341595 -15.7839919565205))",5GPQ6282+CV87
18668,-15.78308349,35.01288626,25.5791,0.7196,"POLYGON((35.0129098154544 -15.7831069626705, 35.0129154269558 -15.7830669383575, 35.0128626858604 -15.7830600052459, 35.0128570743485 -15.7831000295588, 35.0129098154544 -15.7831069626705))",5GPQ6287+Q56M
19905,-15.7868766,35.01273724,7.8423,0.6071,"POLYGON((35.012749982798 -15.7868903194871, 35.0127549913262 -15.7868698507123, 35.0127245011609 -15.7868628557536, 35.0127194926296 -15.7868833245281, 35.012749982798 -15.7868903194871))",5GPQ6277+63XW
20266,-15.78207679,35.00298924,25.7987,0.6649,"POLYGON((35.0030145782683 -15.7820979654543, 35.0030114586565 -15.7820525573519, 35.0029639181909 -15.7820556197213, 35.0029670377923 -15.7821010278257, 35.0030145782683 -15.7820979654543))",5GPQ6293+559W
23664,-15.78625298,35.01079731,239.9919,0.7424,"POLYGON((35.0109068888105 -15.786238494961, 35.0107270977995 -15.786170239177, 35.0106877232376 -15.7862674810737, 35.0108675143299 -15.7863357368812, 35.0109068888105 -15.786238494961))",5GPQ6276+F8VW
24683,-15.78195891,35.00707151,178.2904,0.8349,"POLYGON((35.007164603321 -15.7819961251076, 35.0071610273562 -15.7819142155973, 35.006978413095 -15.7819216906984, 35.0069819889872 -15.7820036002196, 35.007164603321 -15.7819961251076))",5GPQ6294+6R8M
