,latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
25276,-17.003059,35.18823377,44.7283,0.7908,"POLYGON((35.1882802506843 -17.0030530184623, 35.1882490699527 -17.0030163420278, 35.1881872763672 -17.0030649780207, 35.1882184570975 -17.0031016544652, 35.1882802506843 -17.0030530184623))",5GJQX5WQ+Q7HM
27785,-17.00239329,35.19011561,48.564,0.8364,"POLYGON((35.190152632341 -17.002366565293, 35.1900847834234 -17.0023600733825, 35.1900785883385 -17.0024200159598, 35.190146437278 -17.0024265078698, 35.190152632341 -17.002366565293))",5GJQX5XR+22X8
44847,-17.00444729,35.18526534,28.3696,0.7143,"POLYGON((35.1852873323756 -17.0044739341104, 35.1852913182116 -17.0044242261264, 35.1852433347617 -17.0044206641232, 35.1852393489133 -17.0044703721076, 35.1852873323756 -17.0044739341104))",5GJQX5WP+64C3
51885,-16.99901582,35.19819562,19.923,0.7458,"POLYGON((35.198218612342 -16.999033758615, 35.1982131362111 -16.9989928501459, 35.1981726202883 -16.9989978714924, 35.1981780964109 -16.9990387799638, 35.198218612342 -16.999033758615))",5GMQ252X+97W7
76168,-17.00073657,35.19779334,11.1744,0.7005,"POLYGON((35.1978086634769 -17.0007211476869, 35.1977765468786 -17.0007226342639, 35.1977780146414 -17.0007519921568, 35.1978101312447 -17.000750505579, 35.1978086634769 -17.0007211476869))",5GJQX5XX+P43F
94395,-16.99990936,35.19941979,14.821,0.6769,"POLYGON((35.1994343307132 -16.999931567361, 35.199432977335 -16.9998863862875, 35.1994052574412 -16.9998871550338, 35.1994066108129 -16.9999323361082, 35.1994343307132 -16.999931567361))",5GMQ252X+2QMM
133389,-17.00178057,35.18512663,33.905,0.7946,"POLYGON((35.1851605396317 -17.0017986414485, 35.1851408747343 -17.0017458829489, 35.1850927177592 -17.0017625009806, 35.1851123826461 -17.0018152594862, 35.1851605396317 -17.0017986414485))",5GJQX5XP+73JJ
137324,-17.00509922,35.18355497,49.6531,0.7864,"POLYGON((35.1836000925423 -17.0050751173044, 35.183560327166 -17.0050498332647, 35.1835098428232 -17.0051233389591, 35.1835496082105 -17.0051486230075, 35.1836000925423 -17.0050751173044))",5GJQX5VM+XC75
173097,-17.00567292,35.184545,9.7231,0.6988,"POLYGON((35.1845603395462 -17.0056864212963, 35.1845566489658 -17.0056563510206, 35.1845296779581 -17.0056594155034, 35.1845333685344 -17.00568948578, 35.1845603395462 -17.0056864212963))",5GJQX5VM+PRM3
175504,-16.99845819,35.19909865,41.5491,0.8251,"POLYGON((35.1991272141623 -16.9984910552664, 35.1991190069308 -16.9984200956319, 35.1990700929598 -16.9984253334999, 35.1990783001735 -16.9984962931386, 35.1991272141623 -16.9984910552664))",5GMQ252X+JJ9J
197075,-17.00427007,35.18453456,21.9471,0.6554,"POLYGON((35.1845565083988 -17.0042913950971, 35.1845536820533 -17.0042463644005, 35.1845126115874 -17.0042487508648, 35.1845154379233 -17.0042937815634, 35.1845565083988 -17.0042913950971))",5GJQX5WM+7RV2
214565,-17.00211478,35.19089033,201.2828,0.8581,"POLYGON((35.1909864092586 -17.0021539124474, 35.1909793766101 -17.0020624563727, 35.190794253648 -17.0020756354032, 35.1908012862087 -17.0021670914945, 35.1909864092586 -17.0021539124474))",5GJQX5XR+592F
240521,-17.00073739,35.1991624,32.2506,0.8203,"POLYGON((35.1991923407086 -17.000715355368, 35.1991414950689 -17.0007072206274, 35.1991324744269 -17.0007594209696, 35.199183320081 -17.0007675557108, 35.1991923407086 -17.000715355368))",5GJQX5XX+PM3C
245358,-17.00212462,35.19067323,195.6862,0.8644,"POLYGON((35.1907559978586 -17.0021713009728, 35.1907480487142 -17.0020668358131, 35.190590467672 -17.0020779370154, 35.1905984167312 -17.0021824021912, 35.1907559978586 -17.0021713009728))",5GJQX5XR+5734
