,B2,B3,B4,B8,B11,B12,row,geometry,index_right,latitude,longitude,area_in_meters,confidence,full_plus_code,building
0,1012.0,903.0,1010.0,1847.0,2593.0,1904.0,4,POINT (35.37432018733337 -15.39551604029274),290,-15.39556696,35.37435179,64.726,0.8431,5GPQJ93F+QPH7,1
1,925.0,806.0,659.0,2223.0,1559.0,1093.0,43,POINT (35.37609029850702 -15.39558747153228),29,-15.39555489,35.37611246,114.1349,0.6206,5GPQJ93G+QCHW,1
2,912.0,752.0,628.0,1833.0,1618.0,895.0,48,POINT (35.376555847109806 -15.395582495564677),326,-15.39558921,35.37656054,28.0736,0.7549,5GPQJ93G+QJ7H,1
3,899.0,746.0,1248.0,2030.0,4629.0,3917.0,121,POINT (35.3833528374505 -15.395509735663785),97,-15.39550215,35.38336434,34.0518,0.814,5GPQJ93M+Q8XW,1
4,1159.0,1082.0,1345.0,2221.0,2647.0,2108.0,255,POINT (35.38558848632855 -15.395576099613717),345,-15.3956083,35.38561576,88.934,0.8039,5GPQJ93P+Q65P,1
5,1024.0,872.0,969.0,1654.0,2666.0,1931.0,335,POINT (35.37441637212416 -15.395786039037024),320,-15.39579577,35.37441668,25.6497,0.7802,5GPQJ93F+MQM3,1
6,1066.0,960.0,986.0,2170.0,2309.0,1604.0,437,POINT (35.38391355075214 -15.39568440700241),12,-15.39568358,35.38389317,33.2212,0.8124,5GPQJ93M+PHCP,1
7,1192.0,1123.0,1269.0,2107.0,2379.0,1691.0,453,POINT (35.38540329786936 -15.395668427992293),209,-15.39563632,35.38538941,54.6029,0.8081,5GPQJ93P+P5RF,1
8,1026.0,908.0,798.0,1751.0,2310.0,1649.0,820,POINT (35.3823327493684 -15.395882034818008),214,-15.39587834,35.38231659,22.2745,0.6839,5GPQJ93J+JWWR,1
9,1000.0,864.0,876.0,1920.0,2179.0,1464.0,877,POINT (35.38763997669003 -15.395825101132164),71,-15.3958337,35.38764616,7.8886,0.6052,5GPQJ93Q+M36P,1
10,1022.0,910.0,920.0,2139.0,1959.0,1319.0,880,POINT (35.38791930383309 -15.39582210112058),294,-15.39583081,35.38795519,67.3594,0.8492,5GPQJ93Q+M58P,1
11,959.0,863.0,701.0,2579.0,2433.0,1540.0,1035,POINT (35.38373041930021 -15.39595739494784),72,-15.39595823,35.38374511,25.1598,0.648,5GPQJ93M+JF9Q,1
12,1256.0,1067.0,1196.0,2334.0,2390.0,1702.0,1039,POINT (35.38410285677772 -15.395953401366723),179,-15.39595335,35.38410733,41.8815,0.8314,5GPQJ93M+JJ9V,1
13,1113.0,1033.0,1257.0,2164.0,2446.0,1944.0,1054,POINT (35.385499496352075 -15.395938419892952),223,-15.3959189,35.38549942,24.0338,0.8164,5GPQJ93P+J5Q9,1
