,B2,B3,B4,B8,B11,B12,row,geometry,index_right,latitude,longitude,area_in_meters,confidence,full_plus_code,building
0,1213.0,1227.0,1435.0,2302.0,2977.0,2367.0,24,POINT (35.310469991142774 -15.38155276539262),1510,-15.38158956,35.31047336,64.4097,0.8246,5GPQJ896+959C,1
1,1545.0,1692.0,1900.0,2273.0,2977.0,2367.0,25,POINT (35.31056309902776 -15.38155179860316),1330,-15.3815785,35.31056768,50.6412,0.8375,5GPQJ896+968R,1
2,1102.0,1045.0,1185.0,2130.0,2102.0,1551.0,41,POINT (35.31205282429374 -15.38153632468428),888,-15.38157312,35.31200891,218.3344,0.8562,5GPQJ896+9RC3,1
3,1174.0,1151.0,1238.0,2247.0,2219.0,1686.0,42,POINT (35.31214593206699 -15.38153535723388),888,-15.38157312,35.31200891,218.3344,0.8562,5GPQJ896+9RC3,1
4,1027.0,980.0,1043.0,1742.0,1956.0,1576.0,145,POINT (35.31186760577411 -15.381628594679167),888,-15.38157312,35.31200891,218.3344,0.8562,5GPQJ896+9RC3,1
5,1071.0,970.0,1152.0,2014.0,2219.0,1686.0,43,POINT (35.31223903983366 -15.381534389744596),869,-15.38156147,35.31225774,50.5784,0.7829,5GPQJ896+9WCC,1
6,1002.0,906.0,849.0,2179.0,2112.0,1493.0,104,POINT (35.317918601158084 -15.381475299378865),1454,-15.38154471,35.31791469,296.9647,0.7456,5GPQJ899+95M7,1
7,972.0,901.0,916.0,2114.0,2170.0,1523.0,209,POINT (35.31782649340387 -15.38156660406896),1454,-15.38154471,35.31791469,296.9647,0.7456,5GPQJ899+95M7,1
8,1048.0,966.0,836.0,2252.0,2019.0,1470.0,210,POINT (35.31791960080906 -15.38156563420212),1454,-15.38154471,35.31791469,296.9647,0.7456,5GPQJ899+95M7,1
9,939.0,854.0,677.0,2161.0,2019.0,1470.0,409,POINT (35.31792060046664 -15.381655969024578),1454,-15.38154471,35.31791469,296.9647,0.7456,5GPQJ899+95M7,1
10,1143.0,991.0,1090.0,2151.0,2136.0,1527.0,123,POINT (35.30981923192909 -15.381649867171838),827,-15.38166157,35.30981064,29.4842,0.7402,5GPQJ895+8WMH,1
11,1284.0,1323.0,1685.0,2088.0,2413.0,1904.0,125,POINT (35.31000544786458 -15.38164793408646),1738,-15.3816536,35.31000689,20.2903,0.6253,5GPQJ896+82JR,1
12,963.0,935.0,953.0,1688.0,2264.0,1796.0,127,POINT (35.31019166377381 -15.381646000845558),446,-15.38162043,35.31022111,197.1158,0.802,5GPQJ896+9352,1
13,996.0,895.0,1031.0,1644.0,2575.0,2111.0,128,POINT (35.310284771718564 -15.381645034166787),446,-15.38162043,35.31022111,197.1158,0.802,5GPQJ896+9352,1
14,854.0,688.0,582.0,1561.0,1592.0,942.0,143,POINT (35.311681390101455 -15.381630529319724),516,-15.38161733,35.31170318,71.769,0.8331,5GPQJ896+9M48,1
15,1136.0,1112.0,1189.0,2164.0,2567.0,2186.0,147,POINT (35.31205382142048 -15.381626659883096),795,-15.38165095,35.31204804,93.0239,0.7839,5GPQJ896+8RMW,1
16,1017.0,904.0,961.0,1854.0,2064.0,1520.0,150,POINT (35.31233314484071 -15.381623757397389),151,-15.38162804,35.3123417,57.855,0.8304,5GPQJ896+8WWX,1
17,1122.0,992.0,982.0,1960.0,1947.0,1352.0,193,POINT (35.31633677402455 -15.38158211665096),333,-15.3816271,35.31634973,168.6998,0.8103,5GPQJ898+8GXR,1
18,1466.0,1351.0,1296.0,1882.0,1947.0,1352.0,392,POINT (35.316337773000974 -15.38167245157485),333,-15.3816271,35.31634973,168.6998,0.8103,5GPQJ898+8GXR,1
19,1160.0,1121.0,1210.0,2336.0,2143.0,1497.0,202,POINT (35.31717474138296 -15.381573392048256),1469,-15.38159935,35.31720405,174.601,0.803,5GPQJ898+9V84,1
20,1436.0,1359.0,1256.0,2325.0,2143.0,1497.0,203,POINT (35.317267848834284 -15.381572422453564),1469,-15.38159935,35.31720405,174.601,0.803,5GPQJ898+9V84,1
21,1101.0,994.0,1019.0,1710.0,1750.0,1302.0,272,POINT (35.32369224704875 -15.381505426528848),1387,-15.3814838,35.32380965,341.1218,0.7928,5GPQJ89F+CG3Q,1
22,1190.0,1126.0,1142.0,1857.0,1750.0,1302.0,273,POINT (35.32378535403821 -15.381504454212692),1387,-15.3814838,35.32380965,341.1218,0.7928,5GPQJ89F+CG3Q,1
23,1300.0,1270.0,1264.0,1959.0,1659.0,1229.0,274,POINT (35.32387846102105 -15.381503481857656),1387,-15.3814838,35.32380965,341.1218,0.7928,5GPQJ89F+CG3Q,1
24,1210.0,1210.0,1259.0,2355.0,2241.0,1832.0,301,POINT (35.32639234705925 -15.381477213575984),922,-15.38150712,35.32634331,413.1367,0.8081,5GPQJ89G+9GWQ,1
25,1257.0,1251.0,1340.0,2230.0,2241.0,1832.0,499,POINT (35.32630024351846 -15.381568521265017),922,-15.38150712,35.32634331,413.1367,0.8081,5GPQJ89G+9GWQ,1
26,1161.0,1109.0,1342.0,2195.0,2453.0,1777.0,309,POINT (35.32713720125581 -15.381469424938585),1284,-15.38146818,35.32718579,269.8769,0.8096,5GPQJ89G+CV79,1
27,1349.0,1277.0,1251.0,1930.0,2043.0,1391.0,310,POINT (35.32723030800061 -15.381468451183965),1284,-15.38146818,35.32718579,269.8769,0.8096,5GPQJ89G+CV79,1
28,1135.0,1030.0,1027.0,1711.0,2043.0,1391.0,311,POINT (35.327323414738785 -15.381467477390462),1284,-15.38146818,35.32718579,269.8769,0.8096,5GPQJ89G+CV79,1
29,1089.0,1087.0,1348.0,2204.0,2911.0,2310.0,329,POINT (35.310471984040525 -15.381733435991803),782,-15.38176186,35.31047313,76.3383,0.8444,5GPQJ896+75XC,1
30,1340.0,1403.0,1772.0,2210.0,2911.0,2310.0,330,POINT (35.31056509200564 -15.38173246919045),1053,-15.38176854,35.31056157,53.742,0.8655,5GPQJ896+76V9,1
31,1129.0,1192.0,1376.0,2096.0,1956.0,1576.0,344,POINT (35.31186860282729 -15.381718929889091),1265,-15.3817503,35.31184173,76.374,0.8316,5GPQJ896+7PWX,1
32,1177.0,1166.0,1226.0,2071.0,2567.0,2186.0,346,POINT (35.31205481855379 -15.38171699508111),631,-15.38172899,35.31208577,216.3593,0.8166,5GPQJ896+8R4W,1
33,1164.0,1121.0,1308.0,2260.0,2412.0,1994.0,347,POINT (35.31214792640718 -15.3817160276188),631,-15.38172899,35.31208577,216.3593,0.8166,5GPQJ896+8R4W,1
34,1339.0,1315.0,1559.0,2415.0,2529.0,2086.0,545,POINT (35.31196270779365 -15.381808297707725),631,-15.38172899,35.31208577,216.3593,0.8166,5GPQJ896+8R4W,1
35,1052.0,949.0,1038.0,2114.0,2452.0,1627.0,355,POINT (35.31289278899758 -15.381708286520665),850,-15.38172444,35.31290073,24.0119,0.6144,5GPQJ897+8565,1
36,976.0,932.0,875.0,2582.0,1947.0,1352.0,391,POINT (35.316244665443705 -15.381673420786724),349,-15.38169803,35.31628275,109.9621,0.8047,5GPQJ898+8GF2,1
37,957.0,869.0,847.0,2054.0,1673.0,999.0,398,POINT (35.31689641820628 -15.381666635487168),19,-15.38170275,35.31700555,369.3707,0.8638,5GPQJ898+8R6R,1
38,967.0,857.0,1174.0,1844.0,1805.0,1284.0,399,POINT (35.31698952571743 -15.38166566600314),19,-15.38170275,35.31700555,369.3707,0.8638,5GPQJ898+8R6R,1
39,956.0,842.0,875.0,2125.0,1972.0,1377.0,599,POINT (35.31699052498092 -15.38175600088449),19,-15.38170275,35.31700555,369.3707,0.8638,5GPQJ898+8R6R,1
40,961.0,864.0,1089.0,1945.0,1972.0,1377.0,600,POINT (35.31708363252556 -15.381755031355622),19,-15.38170275,35.31700555,369.3707,0.8638,5GPQJ898+8R6R,1
41,1018.0,946.0,1022.0,2332.0,2433.0,1562.0,406,POINT (35.31764127811107 -15.381658878526377),667,-15.38166095,35.31764073,13.9597,0.7183,5GPQJ899+83JG,1
42,1038.0,970.0,904.0,2102.0,1750.0,1302.0,471,POINT (35.323693249190455 -15.381595760980783),1741,-15.38161629,35.32372144,34.7495,0.7045,5GPQJ89F+9F56,1
43,1314.0,1246.0,1222.0,2232.0,1892.0,1404.0,480,POINT (35.32453121221823 -15.381587008681906),1644,-15.38162106,35.32456479,310.032,0.8516,5GPQJ89F+9R42,1
44,1115.0,1005.0,993.0,1851.0,1823.0,1366.0,680,POINT (35.32453221472714 -15.381677343079192),1644,-15.38162106,35.32456479,310.032,0.8516,5GPQJ89F+9R42,1
45,1492.0,1351.0,1298.0,1653.0,1958.0,1559.0,681,POINT (35.32462532173725 -15.381676370401165),1644,-15.38162106,35.32456479,310.032,0.8516,5GPQJ89F+9R42,1
