,B2,B3,B4,B8,B11,B12,row,geometry,index_right,latitude,longitude,area_in_meters,confidence,full_plus_code,building
0,1849.0,2015.0,2512.0,3200.0,3399.0,2683.0,158,POINT (34.2826931727557 -11.602234650298575),172,-11.60222875,34.2826731,118.5563,0.7991,5GWP97XM+433W,1
1,1450.0,1430.0,1482.0,2240.0,2541.0,1646.0,304,POINT (34.29608227802492 -11.60217489632191),1581,-11.60215697,34.296108,78.7303,0.8215,5GWP97XW+4CQM,1
2,1081.0,987.0,831.0,2379.0,2337.0,1404.0,306,POINT (34.296265689913184 -11.602174073468971),730,-11.60216639,34.29624878,35.1671,0.7916,5GWP97XW+4FQ9,1
3,1310.0,1245.0,1299.0,2265.0,2624.0,1643.0,311,POINT (34.296724219573015 -11.60217201582756),910,-11.60215362,34.29670016,21.9616,0.7293,5GWP97XW+4MPV,1
4,1134.0,1093.0,1242.0,2633.0,3117.0,1971.0,315,POINT (34.29709104323829 -11.602170369190814),1076,-11.60217535,34.29709108,56.1565,0.7833,5GWP97XW+4RGX,1
5,1453.0,1399.0,1660.0,2615.0,3139.0,2097.0,466,POINT (34.29259786566898 -11.60228092165654),218,-11.60226817,34.29259281,46.3701,0.8329,5GWP97XV+32W9,1
6,1401.0,1382.0,1600.0,2587.0,3068.0,1853.0,468,POINT (34.29278127788008 -11.60228010100786),341,-11.6022929,34.29277568,68.2515,0.7445,5GWP97XV+34J9,1
7,1409.0,1331.0,1435.0,2240.0,2541.0,1646.0,504,POINT (34.29608269530669 -11.602265309434024),822,-11.60225937,34.2960872,27.49,0.7045,5GWP97XW+3CWQ,1
8,1494.0,1422.0,1430.0,2257.0,2624.0,1643.0,511,POINT (34.296724637061324 -11.602262428916625),858,-11.60226911,34.29675044,26.9994,0.7601,5GWP97XW+3PR6,1
9,1199.0,1200.0,1594.0,2426.0,3451.0,2362.0,559,POINT (34.28278570521682 -11.602415070307195),1025,-11.60244158,34.28276361,120.1971,0.7987,5GWP97XM+24C7,1
10,1402.0,1294.0,1235.0,2576.0,2868.0,1761.0,672,POINT (34.29314851860177 -11.602368872578175),42,-11.6023557,34.29312236,56.0169,0.8217,5GWP97XV+365Q,1
11,1477.0,1328.0,1194.0,2027.0,2292.0,1389.0,705,POINT (34.29617481859682 -11.602355311127052),811,-11.60238857,34.29613792,101.4429,0.7532,5GWP97XW+2FRF,1
12,1561.0,1751.0,2054.0,2743.0,3152.0,2081.0,714,POINT (34.29700017248431 -11.602351607051428),314,-11.60234505,34.29700541,44.3498,0.7821,5GWP97XW+3R62,1
13,1434.0,1358.0,1651.0,2157.0,2906.0,1846.0,760,POINT (34.282877824762984 -11.602505076689388),685,-11.60248711,34.28286918,111.2433,0.8413,5GWP97XM+245H,1
14,1743.0,1858.0,2225.0,3042.0,3614.0,2647.0,771,POINT (34.28388659642991 -11.602500595529351),1881,-11.60248814,34.28389311,74.1683,0.8433,5GWP97XM+2H2G,1
15,1456.0,1663.0,1870.0,2728.0,3769.0,2890.0,773,POINT (34.284070009415515 -11.602499780394796),1867,-11.60251592,34.28407607,76.6086,0.8294,5GWP97WM+XJW7,1
16,1469.0,1551.0,1765.0,2401.0,3196.0,2043.0,774,POINT (34.284161715903146 -11.602499372783882),988,-11.60248452,34.28419327,72.7484,0.8312,5GWP97XM+2M4J,1
17,1475.0,1401.0,1728.0,2558.0,3558.0,2390.0,854,POINT (34.291498223734614 -11.602466669656144),466,-11.60252509,34.29152585,132.1101,0.8371,5GWP97WR+XJJX,1
18,1476.0,1336.0,1719.0,2554.0,3471.0,2418.0,1054,POINT (34.29149863955151 -11.60255708293082),466,-11.60252509,34.29152585,132.1101,0.8371,5GWP97WR+XJJX,1
19,1171.0,1164.0,1496.0,2615.0,2868.0,1761.0,873,POINT (34.2932406410918 -11.602458875303448),1146,-11.60243934,34.29325802,28.4627,0.7474,5GWP97XV+28CF,1
20,1266.0,1266.0,1556.0,2462.0,2996.0,1745.0,874,POINT (34.29333234723382 -11.602458464783451),803,-11.60245443,34.29333167,45.2051,0.7823,5GWP97XV+288W,1
21,1137.0,1063.0,1053.0,1850.0,1918.0,1059.0,899,POINT (34.295624999656575 -11.60244819232916),1316,-11.60246035,34.29565071,26.7988,0.6623,5GWP97XW+276H,1
22,1110.0,958.0,855.0,2096.0,1871.0,1055.0,902,POINT (34.29590011780145 -11.602446958412845),1353,-11.60244441,34.29593948,108.5742,0.8131,5GWP97XW+29G6,1
23,1089.0,928.0,809.0,2229.0,1871.0,1055.0,903,POINT (34.29599182384279 -11.602446547049228),1353,-11.60244441,34.29593948,108.5742,0.8131,5GWP97XW+29G6,1
24,1121.0,1049.0,1091.0,2401.0,2480.0,1518.0,906,POINT (34.29626694194596 -11.602445312783829),531,-11.60242199,34.29626761,55.2972,0.7094,5GWP97XW+2GJ4,1
25,1146.0,1025.0,1145.0,2015.0,2991.0,2033.0,912,POINT (34.29681717805842 -11.602442843467587),945,-11.6024569,34.29683709,39.8703,0.7386,5GWP97XW+2P8Q,1
26,1317.0,1172.0,1267.0,2221.0,2991.0,2033.0,913,POINT (34.29690888406499 -11.602442431813069),652,-11.6024213,34.29688039,77.6701,0.8293,5GWP97XW+2QJ2,1
27,1268.0,1272.0,1289.0,2290.0,2589.0,1581.0,965,POINT (34.283336770581315 -11.602593453800525),1587,-11.60262369,34.283294,78.8371,0.8326,5GWP97WM+X833,1
28,1239.0,1375.0,1379.0,2290.0,2600.0,1852.0,967,POINT (34.28352018366724 -11.60259263900854),62,-11.60258333,34.28350144,56.423,0.8278,5GWP97WM+XC6J,1
29,1159.0,1108.0,1306.0,2508.0,2606.0,1535.0,1071,POINT (34.293057645115844 -11.602550109475049),1813,-11.60252118,34.29306216,70.6004,0.8284,5GWP97WV+X6V5,1
30,1359.0,1234.0,1295.0,2224.0,2740.0,1789.0,1116,POINT (34.29718441971011 -11.602531609745814),371,-11.60251606,34.29718731,66.6501,0.7962,5GWP97WW+XVV9,1
31,1197.0,1130.0,1250.0,2313.0,2632.0,1606.0,1154,POINT (34.2823284112324 -11.602688346677343),180,-11.60270893,34.28236304,34.1533,0.7256,5GWP97WJ+WW9P,1
32,1205.0,1142.0,1093.0,2698.0,2600.0,1852.0,1166,POINT (34.283428890349775 -11.602683459980936),1369,-11.60271259,34.28348634,96.4872,0.7907,5GWP97WM+W99G,1
33,1697.0,1614.0,1741.0,2624.0,2600.0,1852.0,1167,POINT (34.283520596920525 -11.60268305256714),1369,-11.60271259,34.28348634,96.4872,0.7907,5GWP97WM+W99G,1
34,1534.0,1481.0,1751.0,2632.0,3155.0,2510.0,1168,POINT (34.28361230348783 -11.602682645124252),1220,-11.60267706,34.2836501,99.8327,0.7661,5GWP97WM+WFCX,1
35,1490.0,1483.0,1475.0,2657.0,3155.0,2510.0,1169,POINT (34.28370401005169 -11.602682237652273),1220,-11.60267706,34.2836501,99.8327,0.7661,5GWP97WM+WFCX,1
36,1284.0,1248.0,1601.0,2934.0,3471.0,2418.0,1254,POINT (34.29149905537187 -11.60264749620492),646,-11.60265344,34.29151746,12.4807,0.7407,5GWP97WR+WJJW,1
37,1291.0,1270.0,1478.0,2626.0,3029.0,1829.0,1274,POINT (34.29333318005133 -11.602639291200928),789,-11.60260832,34.29333455,36.1218,0.7837,5GWP97WV+X84P,1
38,1350.0,1276.0,1433.0,2621.0,3013.0,1792.0,1276,POINT (34.293516592443005 -11.602638470060526),429,-11.60267602,34.29354243,73.1606,0.8129,5GWP97WV+WCFV,1
39,1479.0,1501.0,1597.0,2409.0,2740.0,1789.0,1316,POINT (34.29718483735986 -11.602622022816092),994,-11.60264307,34.29715807,56.8265,0.7987,5GWP97WW+WVV6,1
40,1660.0,1744.0,2129.0,2834.0,3528.0,2304.0,1447,POINT (34.29085752702393 -11.602740778503687),1769,-11.60272585,34.29082054,92.3459,0.7807,5GWP97WR+W84V,1
41,1409.0,1324.0,1253.0,1793.0,2633.0,1699.0,1451,POINT (34.29122435228572 -11.602739139235238),1607,-11.60276937,34.29122611,208.5823,0.8445,5GWP97WR+VFX6,1
42,1172.0,1094.0,1041.0,2475.0,2191.0,1247.0,1513,POINT (34.29691013674868 -11.602713671053552),805,-11.60271115,34.29694648,84.5558,0.8166,5GWP97WW+WQ8F,1
43,1146.0,1044.0,1331.0,2344.0,2106.0,1545.0,1540,POINT (34.299386200000626 -11.60270254511824),1857,-11.60274017,34.29937821,234.9102,0.7941,5GWP97WX+WQ26,1
44,1056.0,935.0,1057.0,2124.0,2106.0,1545.0,1740,POINT (34.29938661836548 -11.60279295810822),1857,-11.60274017,34.29937821,234.9102,0.7941,5GWP97WX+WQ26,1
45,1332.0,1367.0,1508.0,2500.0,2906.0,1818.0,1562,POINT (34.283062890254186 -11.602865916493258),29,-11.60288551,34.28307147,81.718,0.7933,5GWP97WM+R6WF,1
46,1897.0,1885.0,2078.0,2575.0,2952.0,2047.0,1615,POINT (34.28792333761344 -11.602844289295302),302,-11.60286678,34.28797264,332.8693,0.8484,5GWP97WQ+V556,1
47,2150.0,2216.0,2410.0,2664.0,3293.0,2238.0,1616,POINT (34.28801504407424 -11.602843880449484),302,-11.60286678,34.28797264,332.8693,0.8484,5GWP97WQ+V556,1
48,1817.0,1655.0,1929.0,2538.0,2789.0,1837.0,1815,POINT (34.28792375229341 -11.602934702695416),302,-11.60286678,34.28797264,332.8693,0.8484,5GWP97WQ+V556,1
49,1540.0,1553.0,1816.0,2453.0,3073.0,1850.0,1624,POINT (34.288748695636315 -11.602840608635624),270,-11.60286942,34.28876134,115.0491,0.8398,5GWP97WQ+VG27,1
50,1100.0,970.0,938.0,1952.0,1816.0,1087.0,1701,POINT (34.29581008059221 -11.602809022224903),254,-11.60283452,34.29582882,57.2661,0.794,5GWP97WW+V88P,1
51,1236.0,1215.0,1261.0,2188.0,2178.0,1246.0,1764,POINT (34.28324671671289 -11.602955515422908),396,-11.6029307,34.2832292,92.1552,0.8226,5GWP97WM+R7HM,1
52,1225.0,1235.0,1542.0,2399.0,3635.0,2284.0,1775,POINT (34.28425548985125 -11.602951032803531),1678,-11.60294914,34.28430321,103.0029,0.8502,5GWP97WM+RPF4,1
53,1320.0,1246.0,1439.0,2055.0,3206.0,1893.0,1776,POINT (34.28434719647953 -11.602950625118126),1678,-11.60294914,34.28430321,103.0029,0.8502,5GWP97WM+RPF4,1
54,1171.0,1160.0,1495.0,2216.0,3270.0,2104.0,1844,POINT (34.29058323910913 -11.602922834260449),1610,-11.60291606,34.29059411,60.8964,0.8219,5GWP97WR+R6Q6,1
55,1475.0,1469.0,1831.0,2721.0,3106.0,2179.0,1858,POINT (34.2918671282546 -11.602917095914492),354,-11.60292626,34.29186199,39.2551,0.8254,5GWP97WR+RPHW,1
56,1240.0,1214.0,1616.0,2774.0,3586.0,2174.0,1862,POINT (34.29223395360004 -11.602915455339772),1354,-11.60292645,34.29223797,49.1781,0.8249,5GWP97WR+RVHW,1
57,1239.0,1256.0,1666.0,2601.0,3445.0,2140.0,1987,POINT (34.28535638302044 -11.60303655214961),997,-11.60301728,34.28533586,43.5598,0.7471,5GWP97WP+Q4W8,1
