...1,B2,B3,B4,row,geometry,index_right,...8,latitude,longitude,area_in_meters,confidence,full_plus_code,building
6048,1706,1864,2279,6049,POINT (35.32167293083692 -15.384146510247346),1074,5895418,-15.38417484,35.32159877,213.9127,0.8418,5GPQJ88C+8JQ2,1
6247,1490,1636,1769,6248,POINT (35.32158082394515 -15.384237816409112),1074,5895418,-15.38417484,35.32159877,213.9127,0.8418,5GPQJ88C+8JQ2,1
6057,1227,1116,1162,6058,POINT (35.322510905270335 -15.384137764139474),68,335244,-15.38428502,35.32264233,853.6519,0.8484,5GPQJ88F+73JG,1
6058,1294,1088,1003,6059,POINT (35.3226040135077 -15.384136792155289),68,335244,-15.38428502,35.32264233,853.6519,0.8484,5GPQJ88F+73JG,1
6258,1290,1139,1054,6259,POINT (35.32260501536013 -15.384227126655938),68,335244,-15.38428502,35.32264233,853.6519,0.8484,5GPQJ88F+73JG,1
6458,1214,1115,1097,6459,POINT (35.32260601721917 -15.384317461155792),68,335244,-15.38428502,35.32264233,853.6519,0.8484,5GPQJ88F+73JG,1
6459,1318,1155,1104,6460,POINT (35.32269912553008 -15.384316489120758),68,335244,-15.38428502,35.32264233,853.6519,0.8484,5GPQJ88F+73JG,1
6659,1200,1174,1245,6660,POINT (35.322700127435795 -15.384406823613835),68,335244,-15.38428502,35.32264233,853.6519,0.8484,5GPQJ88F+73JG,1
6660,1319,1114,1084,6661,POINT (35.32279323578017 -15.384405851533932),68,335244,-15.38428502,35.32264233,853.6519,0.8484,5GPQJ88F+73JG,1
6099,1568,1496,1635,6100,POINT (35.32642144554998 -15.384096907323988),180,1020725,-15.38409468,35.32644545,109.8549,0.8307,5GPQJ88G+9H87,1
6100,1652,1582,1708,6101,POINT (35.326514553509725 -15.38409593370665),180,1020725,-15.38409468,35.32644545,109.8549,0.8307,5GPQJ88G+9H87,1
6104,1180,1097,1242,6105,POINT (35.32688698528254 -15.384092038848468),425,2277840,-15.38408582,35.3268537,49.6034,0.7649,5GPQJ88G+9P9F,1
6212,1232,1229,1305,6213,POINT (35.31832202776667 -15.38427179795753),415,2232001,-15.38432696,35.31827512,225.7868,0.8421,5GPQJ889+786X,1
6411,1152,1091,1130,6412,POINT (35.31822991916124 -15.384363102939664),415,2232001,-15.38432696,35.31827512,225.7868,0.8421,5GPQJ889+786X,1
6214,1397,1376,1474,6215,POINT (35.318508244908806 -15.38426985743798),118,626885,-15.38428384,35.31848165,42.5969,0.644,5GPQJ889+79QM,1
6215,1317,1300,1430,6216,POINT (35.318601353469994 -15.384268887119877),1042,5737293,-15.38441881,35.31851044,869.1505,0.7941,5GPQJ889+6CJ7,1
6413,1268,1302,1310,6414,POINT (35.31841613639671 -15.384361162485948),1042,5737293,-15.38441881,35.31851044,869.1505,0.7941,5GPQJ889+6CJ7,1
6414,1331,1324,1419,6415,POINT (35.31850924500456 -15.38436019220076),1042,5737293,-15.38441881,35.31851044,869.1505,0.7941,5GPQJ889+6CJ7,1
6415,1330,1327,1372,6416,POINT (35.31860235360582 -15.384359221876688),1042,5737293,-15.38441881,35.31851044,869.1505,0.7941,5GPQJ889+6CJ7,1
6612,1236,1246,1264,6613,POINT (35.318324027804465 -15.384452467506174),1042,5737293,-15.38441881,35.31851044,869.1505,0.7941,5GPQJ889+6CJ7,1
6613,1248,1231,1257,6614,POINT (35.31841713645899 -15.384451497253904),1042,5737293,-15.38441881,35.31851044,869.1505,0.7941,5GPQJ889+6CJ7,1
6614,1266,1268,1342,6615,POINT (35.318510245106914 -15.384450526962745),1042,5737293,-15.38441881,35.31851044,869.1505,0.7941,5GPQJ889+6CJ7,1
6615,1295,1294,1419,6616,POINT (35.31860335374824 -15.3844495566327),1042,5737293,-15.38441881,35.31851044,869.1505,0.7941,5GPQJ889+6CJ7,1
6813,1214,1172,1216,6814,POINT (35.318418136527846 -15.384541832021068),1042,5737293,-15.38441881,35.31851044,869.1505,0.7941,5GPQJ889+6CJ7,1
6228,1339,1378,1616,6229,POINT (35.31981176416527 -15.384256269445968),987,5450523,-15.38438158,35.31980446,630.0809,0.8156,5GPQJ889+6WVP,1
6426,1250,1256,1497,6427,POINT (35.31962654778443 -15.384348545745429),987,5450523,-15.38438158,35.31980446,630.0809,0.8156,5GPQJ889+6WVP,1
6427,1253,1257,1451,6428,POINT (35.319719656306546 -15.384347574954726),987,5450523,-15.38438158,35.31980446,630.0809,0.8156,5GPQJ889+6WVP,1
6428,1315,1373,1651,6429,POINT (35.319812764822075 -15.384346604125138),987,5450523,-15.38438158,35.31980446,630.0809,0.8156,5GPQJ889+6WVP,1
6429,1332,1420,1729,6430,POINT (35.319905873331 -15.384345633256668),987,5450523,-15.38438158,35.31980446,630.0809,0.8156,5GPQJ889+6WVP,1
6627,1205,1202,1380,6628,POINT (35.319720656929874 -15.384437909639075),987,5450523,-15.38438158,35.31980446,630.0809,0.8156,5GPQJ889+6WVP,1
6629,1237,1264,1446,6630,POINT (35.31990687403447 -15.38443596792907),987,5450523,-15.38438158,35.31980446,630.0809,0.8156,5GPQJ889+6WVP,1
6232,1262,1231,1471,6233,POINT (35.3201841980011 -15.384252385762665),749,4108225,-15.38434377,35.32017206,566.4634,0.7812,5GPQJ88C+7378,1
6431,1305,1274,1455,6432,POINT (35.32009209032906 -15.384343691403064),749,4108225,-15.38434377,35.32017206,566.4634,0.7812,5GPQJ88C+7378,1
6432,1331,1324,1546,6433,POINT (35.3201851988182 -15.384342720417935),749,4108225,-15.38434377,35.32017206,566.4634,0.7812,5GPQJ88C+7378,1
6433,1341,1298,1474,6434,POINT (35.32027830730074 -15.384341749393922),749,4108225,-15.38434377,35.32017206,566.4634,0.7812,5GPQJ88C+7378,1
6631,1233,1208,1494,6632,POINT (35.32009309111268 -15.384434026063518),749,4108225,-15.38434377,35.32017206,566.4634,0.7812,5GPQJ88C+7378,1
6632,1291,1190,1306,6633,POINT (35.320186199641896 -15.384433055072416),749,4108225,-15.38434377,35.32017206,566.4634,0.7812,5GPQJ88C+7378,1
6246,1326,1315,1417,6247,POINT (35.32148771559508 -15.384238787971547),437,2350646,-15.38422832,35.32149343,78.2105,0.8381,5GPQJ88C+8H5X,1
6288,1214,1139,1244,6289,POINT (35.325398260610896 -15.384197948869437),1517,8271798,-15.38420821,35.32544716,239.0106,0.8202,5GPQJ88G+858M,1
6289,1485,1442,1479,6290,POINT (35.325491368683466 -15.384196975673838),1517,8271798,-15.38420821,35.32544716,239.0106,0.8202,5GPQJ88G+858M,1
6298,1431,1409,1498,6299,POINT (35.32632934103901 -15.38418821516366),727,4001698,-15.38422083,35.32633906,235.9169,0.847,5GPQJ88G+8G85,1
6299,1511,1565,1628,6300,POINT (35.326422449045445 -15.38418724157922),727,4001698,-15.38422083,35.32633906,235.9169,0.847,5GPQJ88G+8G85,1
6498,1392,1322,1461,6499,POINT (35.32633034450101 -15.38427854942409),727,4001698,-15.38422083,35.32633906,235.9169,0.847,5GPQJ88G+8G85,1
6301,1283,1219,1345,6302,POINT (35.326608665038464 -15.384185294293683),1368,7484628,-15.38419182,35.32658728,91.2672,0.7369,5GPQJ88G+8JG9,1
6302,1236,1133,1142,6303,POINT (35.32670177302505 -15.38418432059259),607,3300819,-15.38423792,35.32673112,263.0851,0.8574,5GPQJ88G+8M5F,1
6502,1264,1165,1070,6503,POINT (35.32670277664735 -15.384274654829053),607,3300819,-15.38423792,35.32673112,263.0851,0.8574,5GPQJ88G+8M5F,1
6503,1289,1211,1093,6504,POINT (35.32679588466739 -15.38427368108308),607,3300819,-15.38423792,35.32673112,263.0851,0.8574,5GPQJ88G+8M5F,1
6311,1098,1004,1025,6312,POINT (35.327539744606554 -15.384175555532934),1548,8436079,-15.38416289,35.32754081,41.0532,0.755,5GPQJ88H+82MF,1
6333,1123,1004,976,6334,POINT (35.31096742643102 -15.38443865930996),1107,6118755,-15.38440722,35.31096931,59.4456,0.7883,5GPQJ886+69QJ,1
6381,1186,1078,1273,6382,POINT (35.315436657466044 -15.384392191080185),1756,9535836,-15.38444731,35.3155004,234.837,0.8381,5GPQJ888+66C2,1
6582,1411,1218,1246,6583,POINT (35.31553076510466 -15.384481556992265),1756,9535836,-15.38444731,35.3155004,234.837,0.8381,5GPQJ888+66C2,1
6455,1178,1082,1041,6456,POINT (35.322326692246826 -15.384320377027583),1458,7991637,-15.38451168,35.32236313,812.462,0.8556,5GPQJ88C+5WXG,1
6654,1122,971,931,6655,POINT (35.32223458561485 -15.384411683430056),1458,7991637,-15.38451168,35.32236313,812.462,0.8556,5GPQJ88C+5WXG,1
6655,1218,1054,1016,6656,POINT (35.32232769399225 -15.384410711544582),1458,7991637,-15.38451168,35.32236313,812.462,0.8556,5GPQJ88C+5WXG,1
6855,1141,1023,1023,6856,POINT (35.32232869574427 -15.384501046060793),1458,7991637,-15.38451168,35.32236313,812.462,0.8556,5GPQJ88C+5WXG,1
6856,1238,1084,1051,6857,POINT (35.32242180415514 -15.384500074130452),1458,7991637,-15.38451168,35.32236313,812.462,0.8556,5GPQJ88C+5WXG,1
7055,1134,1036,1069,7056,POINT (35.322329697502894 -15.3845913805762),1458,7991637,-15.38451168,35.32236313,812.462,0.8556,5GPQJ88C+5WXG,1
7056,1171,1033,1022,7057,POINT (35.32242280595384 -15.38459040863988),1458,7991637,-15.38451168,35.32236313,812.462,0.8556,5GPQJ88C+5WXG,1
7057,1258,1166,1163,7058,POINT (35.32251591439818 -15.384589436664676),1458,7991637,-15.38451168,35.32236313,812.462,0.8556,5GPQJ88C+5WXG,1
7256,1127,1050,1104,7257,POINT (35.32242380775915 -15.38468074314852),1458,7991637,-15.38451168,35.32236313,812.462,0.8556,5GPQJ88C+5WXG,1
6470,1067,981,929,6471,POINT (35.323723316514055 -15.38430579416896),345,1814283,-15.38430923,35.3237144,18.8166,0.6088,5GPQJ88F+7FGQ,1
6471,1163,1066,1072,6472,POINT (35.323816424745694 -15.384304821667303),721,3980047,-15.38433532,35.32380958,32.7273,0.7846,5GPQJ88F+7G7H,1
6497,1271,1234,1473,6498,POINT (35.32623723644789 -15.384279522975636),360,1920651,-15.38428423,35.32626505,35.3271,0.7145,5GPQJ88G+7GJM,1
6509,1249,1204,1234,6510,POINT (35.32735453264869 -15.384267837790675),1626,8751072,-15.3843193,35.32734802,190.8222,0.8128,5GPQJ88G+7WH6,1
6709,1299,1253,1180,6710,POINT (35.32735553655813 -15.384358171984395),1626,8751072,-15.3843193,35.32734802,190.8222,0.8128,5GPQJ88G+7WH6,1
6513,1176,1077,1113,6514,POINT (35.327726964503874 -15.384263941484717),216,1201579,-15.38422458,35.32774466,104.649,0.8324,5GPQJ88H+8395,1
6532,1122,1043,1088,6533,POINT (35.31087531410616 -15.384529961696112),560,3028734,-15.38451983,35.31094313,228.5692,0.8127,5GPQJ886+59W6,1
6533,1183,1127,1100,6534,POINT (35.310968423287235 -15.384528994554762),560,3028734,-15.38451983,35.31094313,228.5692,0.8127,5GPQJ886+59W6,1
6628,1228,1199,1362,6629,POINT (35.31981376548547 -15.384436938803514),278,1517785,-15.38444322,35.31980775,33.7754,0.6041,5GPQJ889+6WF9,1
6670,1065,972,945,6671,POINT (35.3237243188606 -15.384396128596231),1056,5797481,-15.38438478,35.32370626,24.9217,0.652,5GPQJ88F+6FWP,1
6702,1312,1255,1261,6703,POINT (35.326703780276254 -15.384364989064718),489,2620933,-15.38441393,35.32668148,369.3313,0.8327,5GPQJ88G+6MMH,1
6901,1321,1257,1331,6902,POINT (35.32661167580498 -15.384456297018666),489,2620933,-15.38441393,35.32668148,369.3313,0.8327,5GPQJ88G+6MMH,1
6902,1297,1273,1277,6903,POINT (35.32670478391179 -15.384455323299594),489,2620933,-15.38441393,35.32668148,369.3313,0.8327,5GPQJ88G+6MMH,1
6743,1122,1048,1294,6744,POINT (35.311900512000065 -15.384609656186964),152,825840,-15.38470934,35.31182898,369.1095,0.7139,5GPQJ886+4P8P,1
6942,1122,1073,1302,6943,POINT (35.31180840007469 -15.38470095891278),152,825840,-15.38470934,35.31182898,369.1095,0.7139,5GPQJ886+4P8P,1
6943,1138,1061,1274,6944,POINT (35.311901509270186 -15.38469999137065),152,825840,-15.38470934,35.31182898,369.1095,0.7139,5GPQJ886+4P8P,1
7142,1073,1019,1104,7143,POINT (35.31180939731131 -15.38479129410163),152,825840,-15.38470934,35.31182898,369.1095,0.7139,5GPQJ886+4P8P,1
6785,1368,1170,1194,6786,POINT (35.31581109058818 -15.384568984552782),562,3042605,-15.38453179,35.31582919,60.9687,0.8145,5GPQJ888+58PP,1
6811,1284,1232,1370,6812,POINT (35.318231919132074 -15.384543772498663),1745,9470843,-15.38458358,35.31823766,176.7401,0.8179,5GPQJ889+579P,1
7011,1117,1046,1160,7012,POINT (35.318232919127375 -15.38463410727697),1745,9470843,-15.38458358,35.31823766,176.7401,0.8179,5GPQJ889+579P,1
6812,1282,1223,1304,6813,POINT (35.31832502783326 -15.384542802279311),302,1616853,-15.38452689,35.31833362,57.9585,0.732,5GPQJ889+58PW,1
6850,1035,875,745,6851,POINT (35.32186315359088 -15.3845059051292),1067,5864392,-15.38455036,35.32186578,111.315,0.7258,5GPQJ88C+5PHW,1
7050,1029,854,745,7051,POINT (35.32186415514913 -15.384596239674508),1067,5864392,-15.38455036,35.32186578,111.315,0.7258,5GPQJ88C+5PHW,1
6870,1111,1037,1025,6871,POINT (35.32372532121374 -15.38448646302271),413,2226881,-15.38449532,35.32373618,37.5057,0.807,5GPQJ88F+6F54,1
6928,1147,986,977,6929,POINT (35.310504870647506 -15.384714500419364),359,1914880,-15.38472471,35.31047795,24.5457,0.6364,5GPQJ886+4593,1
6983,1288,1029,997,6984,POINT (35.31562587169661 -15.3846612577981),1173,6493505,-15.38465241,35.31558912,66.11,0.7466,5GPQJ888+46PX,1
6986,1383,1250,1270,6987,POINT (35.315905198454075 -15.384658350271948),641,3504343,-15.384708,35.31587041,133.9002,0.8485,5GPQJ888+489Q,1
7186,1327,1230,1136,7187,POINT (35.31590619745407 -15.384748685198629),641,3504343,-15.384708,35.31587041,133.9002,0.8485,5GPQJ888+489Q,1
7009,1195,1140,1362,7010,POINT (35.31804670162508 -15.38463604761096),867,4751317,-15.38473856,35.31806184,519.979,0.83,5GPQJ889+463H,1
7209,1210,1152,1499,7210,POINT (35.318047701546824 -15.384726382400412),867,4751317,-15.38473856,35.31806184,519.979,0.83,5GPQJ889+463H,1
7210,1143,1035,1264,7211,POINT (35.31814081034134 -15.384725412246892),867,4751317,-15.38473856,35.31806184,519.979,0.83,5GPQJ889+463H,1
7408,1153,1114,1225,7409,POINT (35.31795559263397 -15.384817687309672),867,4751317,-15.38473856,35.31806184,519.979,0.83,5GPQJ889+463H,1
7409,1175,1109,1311,7410,POINT (35.31804870147516 -15.384816717189068),867,4751317,-15.38473856,35.31806184,519.979,0.83,5GPQJ889+463H,1
7097,1142,1105,1150,7098,POINT (35.32624024675337 -15.384550525770122),597,3256791,-15.38454821,35.32623393,27.9583,0.6842,5GPQJ88G+5FQ3,1
7128,1098,954,934,7129,POINT (35.31050586732305 -15.384804835691536),289,1575973,-15.38480582,35.31052266,76.7406,0.7362,5GPQJ886+36CP,1
7199,1180,1122,1247,7200,POINT (35.317116613239115 -15.384736081796852),1369,7488094,-15.38476645,35.31708394,44.9769,0.6536,5GPQJ888+3RW8,1
7201,996,818,776,7202,POINT (35.31730283095338 -15.38473414222866),1309,7148746,-15.38478026,35.3172882,109.851,0.79,5GPQJ888+3WMJ,1
7401,1142,1041,1162,7402,POINT (35.31730383056111 -15.384824477065058),1309,7148746,-15.38478026,35.3172882,109.851,0.79,5GPQJ888+3WMJ,1
7218,1416,1351,1440,7219,POINT (35.318885680460184 -15.3847176496188),1010,5554759,-15.3848186,35.31893353,553.9517,0.8314,5GPQJ889+3HF9,1
7418,1434,1476,1578,7419,POINT (35.31888668074921 -15.38480798435372),1010,5554759,-15.3848186,35.31893353,553.9517,0.8314,5GPQJ889+3HF9,1
7419,1770,1837,1964,7420,POINT (35.31897978952447 -15.384807013844249),1010,5554759,-15.3848186,35.31893353,553.9517,0.8314,5GPQJ889+3HF9,1
7618,1255,1234,1354,7619,POINT (35.31888768104483 -15.384898319087846),1010,5554759,-15.3848186,35.31893353,553.9517,0.8314,5GPQJ889+3HF9,1
7619,1608,1708,1791,7620,POINT (35.31898078986016 -15.3848973485724),1010,5554759,-15.3848186,35.31893353,553.9517,0.8314,5GPQJ889+3HF9,1
7245,1061,952,967,7246,POINT (35.32139961399477 -15.384691432375076),983,5425483,-15.38470241,35.32149768,243.5834,0.7793,5GPQJ88C+4H9X,1
7246,1187,1176,1212,7247,POINT (35.321492722551824 -15.384690460821636),983,5425483,-15.38470241,35.32149768,243.5834,0.7793,5GPQJ88C+4H9X,1
7247,1295,1239,1358,7248,POINT (35.32158583110226 -15.384689489229311),983,5425483,-15.38470241,35.32149768,243.5834,0.7793,5GPQJ88C+4H9X,1
7269,1079,976,1154,7270,POINT (35.32363421754132 -15.384668104359983),1630,8783434,-15.38494518,35.32366052,761.8146,0.8283,5GPQJ88F+2FF2,1
7270,1126,1008,1129,7271,POINT (35.323727325939856 -15.38466713187328),1630,8783434,-15.38494518,35.32366052,761.8146,0.8283,5GPQJ88F+2FF2,1
7469,1110,986,1136,7470,POINT (35.32363521987421 -15.384758438790056),1630,8783434,-15.38494518,35.32366052,761.8146,0.8283,5GPQJ88F+2FF2,1
7669,1102,981,1120,7670,POINT (35.323636222213715 -15.384848773219332),1630,8783434,-15.38494518,35.32366052,761.8146,0.8283,5GPQJ88F+2FF2,1
7869,1135,1023,1123,7870,POINT (35.323637224559825 -15.384939107647812),1630,8783434,-15.38494518,35.32366052,761.8146,0.8283,5GPQJ88F+2FF2,1
8069,1256,1117,1166,8070,POINT (35.323638226912536 -15.385029442075496),1630,8783434,-15.38494518,35.32366052,761.8146,0.8283,5GPQJ88F+2FF2,1
8270,1283,1147,1171,8271,POINT (35.32363922927186 -15.38511977650239),1630,8783434,-15.38494518,35.32366052,761.8146,0.8283,5GPQJ88F+2FF2,1
8471,1258,1141,1151,8472,POINT (35.3236402316378 -15.385210110928488),1630,8783434,-15.38494518,35.32366052,761.8146,0.8283,5GPQJ88F+2FF2,1
7299,1082,1011,933,7300,POINT (35.32642746662198 -15.384638912843457),263,1423540,-15.38475958,35.32651054,383.8685,0.7615,5GPQJ88G+3JRM,1
7499,1141,1029,1019,7500,POINT (35.32642847015713 -15.384729247093912),263,1423540,-15.38475958,35.32651054,383.8685,0.7615,5GPQJ88G+3JRM,1
7500,1407,1384,1585,7501,POINT (35.32652157839739 -15.384728273434645),263,1423540,-15.38475958,35.32651054,383.8685,0.7615,5GPQJ88G+3JRM,1
7700,1248,1173,1170,7701,POINT (35.32652258197924 -15.384818607678314),263,1423540,-15.38475958,35.32651054,383.8685,0.7615,5GPQJ88G+3JRM,1
7701,1348,1312,1390,7702,POINT (35.326615690252964 -15.384817633974166),263,1423540,-15.38475958,35.32651054,383.8685,0.7615,5GPQJ88G+3JRM,1
7329,1111,987,1041,7330,POINT (35.310599973372824 -15.384894203953309),1503,8202294,-15.38489528,35.31059579,68.6927,0.7973,5GPQJ886+26X2,1
7383,1672,1599,1559,7384,POINT (35.31562786946272 -15.384841927686445),217,1203091,-15.38486364,35.31563402,102.9729,0.8439,5GPQJ888+372F,1
7398,1275,1291,1582,7399,POINT (35.3170245038596 -15.38482738637692),1394,7643487,-15.38481776,35.31702221,25.0793,0.7648,5GPQJ888+3RC8,1
7402,1135,1045,1077,7403,POINT (35.31739693944843 -15.384823507216664),1141,6278576,-15.3848435,35.31739797,26.4129,0.6712,5GPQJ888+3X68,1
7417,1224,1207,1450,7418,POINT (35.31879357196735 -15.384808954824306),1379,7551383,-15.3849062,35.31870932,359.8264,0.7515,5GPQJ889+2FPP,1
7615,1244,1161,1286,7616,POINT (35.31860835455925 -15.384901230400857),1379,7551383,-15.3849062,35.31870932,359.8264,0.7515,5GPQJ889+2FPP,1
7616,1229,1188,1372,7617,POINT (35.31870146339437 -15.384900260002077),1379,7551383,-15.3849062,35.31870932,359.8264,0.7515,5GPQJ889+2FPP,1
7816,1141,1036,1183,7817,POINT (35.318702463616425 -15.384990594747348),1379,7551383,-15.3849062,35.31870932,359.8264,0.7515,5GPQJ889+2FPP,1
7430,1182,1119,1279,7431,POINT (35.32000398561705 -15.38479633567351),1570,8516348,-15.38484277,35.32002085,221.7164,0.7978,5GPQJ88C+3268,1
7431,1161,1086,1250,7432,POINT (35.32009709431316 -15.384795364697396),1570,8516348,-15.38484277,35.32002085,221.7164,0.7978,5GPQJ88C+3268,1
7630,1146,1054,1156,7631,POINT (35.32000498639358 -15.384886670335964),1570,8516348,-15.38484277,35.32002085,221.7164,0.7978,5GPQJ88C+3268,1
7447,1240,1149,1145,7448,POINT (35.32158683255349 -15.384779823790966),1590,8574466,-15.38477945,35.32155571,54.394,0.8,5GPQJ88C+3JMX,1
7526,1098,948,955,7527,POINT (35.31032164185864 -15.384987440147922),127,701630,-15.38493314,35.31035432,74.4627,0.684,5GPQJ886+24HM,1
7528,1169,1027,1109,7529,POINT (35.31050786069384 -15.384985506233487),218,1212339,-15.38500952,35.31045574,117.5315,0.7782,5GPQJ876+X5WP,1
7582,1168,1113,1166,7583,POINT (35.315535759303096 -15.384933231744917),751,4117575,-15.38495458,35.31554694,141.6411,0.8072,5GPQJ888+267W,1
7599,1258,1246,1547,7600,POINT (35.31711861230085 -15.384916751492725),1534,8377760,-15.38488663,35.31709912,66.5419,0.7028,5GPQJ888+2RXC,1
7620,1721,1776,1835,7621,POINT (35.319073898668904 -15.384896378018071),926,5132541,-15.38493806,35.31903014,62.2507,0.7716,5GPQJ889+2JCH,1
7819,1357,1299,1428,7820,POINT (35.31898179020245 -15.384987683299764),926,5132541,-15.38493806,35.31903014,62.2507,0.7716,5GPQJ889+2JCH,1
7696,1086,977,960,7697,POINT (35.326150148818186 -15.384822502106047),1749,9487998,-15.38477346,35.3261906,102.3471,0.7561,5GPQJ88G+3FW2,1
7731,1210,1035,1003,7732,POINT (35.31078818571285 -15.3850729403221),897,4971809,-15.3851144,35.31076614,182.1437,0.7658,5GPQJ876+X82G,1
7784,1305,1270,1356,7785,POINT (35.31572297634122 -15.38502162841125),458,2466839,-15.38505133,35.31576135,171.9999,0.7645,5GPQJ878+X8CV,1
7803,1023,861,861,7804,POINT (35.31749204772469 -15.385003206975927),759,4166823,-15.38502605,35.3174845,113.491,0.8428,5GPQJ878+XXQW,1
7818,1301,1289,1483,7819,POINT (35.31888868134703 -15.384988653821178),800,4339546,-15.38497319,35.31887692,23.175,0.7127,5GPQJ889+2H62,1
7877,1470,1474,1643,7878,POINT (35.32438209252491 -15.384931326521738),804,4360595,-15.38497626,35.3243814,257.9808,0.8156,5GPQJ88F+2Q2R,1
8077,1452,1461,1513,8078,POINT (35.32438309519823 -15.385021660901542),804,4360595,-15.38497626,35.3243814,257.9808,0.8156,5GPQJ88F+2Q2R,1
7953,1064,961,900,7954,POINT (35.312837589316686 -15.385141989419376),1398,7673987,-15.38510357,35.31281005,72.1263,0.7594,5GPQJ877+X43X,1
7978,1076,986,1288,7979,POINT (35.31516532043187 -15.385117777761227),330,1763801,-15.38517895,35.31516058,196.8299,0.844,5GPQJ878+W3FR,1
8179,1080,970,1475,8180,POINT (35.31516631914417 -15.385208112731636),330,1763801,-15.38517895,35.31516058,196.8299,0.844,5GPQJ878+W3FR,1
7983,1135,1050,1073,7984,POINT (35.31563086616127 -15.385112932512982),1313,7170691,-15.38511974,35.31568203,227.5161,0.8541,5GPQJ878+X739,1
7984,1180,1072,1082,7985,POINT (35.3157239752874 -15.385111963346668),1313,7170691,-15.38511974,35.31568203,227.5161,0.8541,5GPQJ878+X739,1
8004,1201,1132,1340,8005,POINT (35.317586156426714 -15.385092571853932),1543,8421902,-15.38509555,35.31765547,143.2846,0.7789,5GPQJ879+X365,1
8005,1325,1301,1453,8006,POINT (35.3176792654145 -15.385091601870972),1543,8421902,-15.38509555,35.31765547,143.2846,0.7789,5GPQJ879+X365,1
8017,1294,1251,1526,8018,POINT (35.31879657275376 -15.385079959042212),925,5129666,-15.38507827,35.3188567,197.7703,0.8373,5GPQJ879+XG9V,1
8018,1438,1412,1698,8019,POINT (35.31888968165585 -15.38507898855371),925,5129666,-15.38507827,35.3188567,197.7703,0.8373,5GPQJ879+XG9V,1
8019,1413,1325,1625,8020,POINT (35.31898279055133 -15.385078018026322),1275,6969220,-15.38512817,35.31899024,86.1543,0.8064,5GPQJ879+WHXW,1
8220,1312,1227,1846,8221,POINT (35.31898379090681 -15.385168352752098),1275,6969220,-15.38512817,35.31899024,86.1543,0.8064,5GPQJ879+WHXW,1
8062,1363,1340,1555,8063,POINT (35.32298646681565 -15.38503624856114),1055,5795547,-15.38504609,35.32297341,15.7065,0.7403,5GPQJ87F+X5Q2,1
8068,1137,1043,1201,8069,POINT (35.32354511834709 -15.385030414547249),1052,5768668,-15.38505303,35.32356784,45.0947,0.8169,5GPQJ87F+XCGR,1
8100,1039,946,801,8101,POINT (35.32652458916277 -15.384999276163269),494,2631499,-15.38500043,35.32658631,120.4254,0.8282,5GPQJ87G+XJWX,1
8101,1304,1219,1153,8102,POINT (35.32661769751665 -15.38499830244714),494,2631499,-15.38500043,35.32658631,120.4254,0.8282,5GPQJ87G+XJWX,1
8130,1566,1443,1392,8131,POINT (35.310603960327285 -15.385255545007052),1360,7437056,-15.38523415,35.31057823,89.0363,0.6967,5GPQJ876+W64P,1
8203,1196,1071,1202,8204,POINT (35.317400938105536 -15.385184846530445),1167,6454198,-15.38520329,35.31738847,15.581,0.6668,5GPQJ878+WX6V,1
8204,1214,1129,1240,8205,POINT (35.317494047146575 -15.385183876619292),943,5224854,-15.38516296,35.31751519,140.3412,0.7892,5GPQJ879+W2JF,1
8210,1168,1128,1234,8211,POINT (35.31805270125442 -15.385178056335732),1506,8225958,-15.38516261,35.31806954,23.0986,0.771,5GPQJ879+W6PC,1
8214,1282,1264,1472,8215,POINT (35.318425137194495 -15.385174175368933),1562,8487288,-15.38517631,35.31839542,221.2336,0.7731,5GPQJ879+W9CW,1
8415,1256,1195,1339,8416,POINT (35.3184261373161 -15.385264510129732),1562,8487288,-15.38517631,35.31839542,221.2336,0.7731,5GPQJ879+W9CW,1
8223,1263,1241,1415,8224,POINT (35.31926311767395 -15.385165440918692),1531,8361932,-15.38522898,35.31927434,152.8957,0.6225,5GPQJ879+WP2X,1
8424,1332,1396,1679,8425,POINT (35.319264118156255 -15.385255775625753),1531,8361932,-15.38522898,35.31927434,152.8957,0.6225,5GPQJ879+WP2X,1
8247,1396,1509,1821,8248,POINT (35.3214977296736 -15.385142133651836),441,2357386,-15.38523626,35.32151012,312.4532,0.8505,5GPQJ87C+WJ2F,1
8448,1477,1508,1840,8449,POINT (35.321498731117764 -15.38523246821549),441,2357386,-15.38523626,35.32151012,312.4532,0.8505,5GPQJ87C+WJ2F,1
8649,1508,1647,1989,8650,POINT (35.32149973256852 -15.385322802778346),441,2357386,-15.38523626,35.32151012,312.4532,0.8505,5GPQJ87C+WJ2F,1
8251,1197,1013,1050,8252,POINT (35.32187016463728 -15.385138246929657),1784,9685845,-15.38515829,35.32191409,111.6391,0.7902,5GPQJ87C+WQMM,1
8262,1776,1775,1903,8263,POINT (35.32289436024267 -15.38512755523544),1364,7469410,-15.38517964,35.32285785,396.3206,0.7356,5GPQJ87F+W4HV,1
8462,1269,1254,1264,8463,POINT (35.32280225358953 -15.385218861882016),1364,7469410,-15.38517964,35.32285785,396.3206,0.7356,5GPQJ87F+W4HV,1
8463,1695,1728,1809,8464,POINT (35.32289536228799 -15.385217889709397),1364,7469410,-15.38517964,35.32285785,396.3206,0.7356,5GPQJ87F+W4HV,1
