...1,B2,B3,B4,row,geometry,index_right,...8,latitude,longitude,area_in_meters,confidence,full_plus_code,building
NA,1032,962,985,4931,NA,NA,NA,-15.383809213738664,35.31068112202041,NA,NA,NA,0
NA,991,912,879,4932,NA,NA,NA,-15.383808246722689,35.310774230894026,NA,NA,NA,0
NA,1022,890,864,4933,NA,NA,NA,-15.38380727966783,35.310867339761074,NA,NA,NA,0
NA,1024,911,904,4934,NA,NA,NA,-15.383806312574087,35.31096044862155,NA,NA,NA,0
NA,1027,908,954,4935,NA,NA,NA,-15.383805345441456,35.311053557475454,NA,NA,NA,0
NA,1029,926,896,4936,NA,NA,NA,-15.383804378269948,35.31114666632278,NA,NA,NA,0
NA,992,914,855,4937,NA,NA,NA,-15.383803411059546,35.31123977516354,NA,NA,NA,0
NA,1044,979,979,4938,NA,NA,NA,-15.383802443810264,35.31133288399772,NA,NA,NA,0
NA,1168,1099,1199,4939,NA,NA,NA,-15.383801476522091,35.311425992825335,NA,NA,NA,0
NA,1252,1198,1293,4941,NA,NA,NA,-15.383799541829102,35.31161221046085,NA,NA,NA,0
NA,1140,1081,1109,4942,NA,NA,NA,-15.383798574424278,35.311705319268746,NA,NA,NA,0
NA,1015,897,829,4943,NA,NA,NA,-15.383797606980568,35.31179842807007,NA,NA,NA,0
NA,966,777,665,4944,NA,NA,NA,-15.383796639497977,35.31189153686481,NA,NA,NA,0
NA,936,752,598,4945,NA,NA,NA,-15.383795671976497,35.31198464565299,NA,NA,NA,0
NA,950,742,569,4946,NA,NA,NA,-15.383794704416134,35.31207775443458,NA,NA,NA,0
NA,948,768,591,4947,NA,NA,NA,-15.383793736816886,35.31217086320961,NA,NA,NA,0
NA,939,802,584,4948,NA,NA,NA,-15.383792769178752,35.31226397197806,NA,NA,NA,0
NA,962,810,604,4949,NA,NA,NA,-15.383791801501731,35.31235708073993,NA,NA,NA,0
NA,976,814,589,4950,NA,NA,NA,-15.38379083378583,35.31245018949523,NA,NA,NA,0
NA,967,826,606,4951,NA,NA,NA,-15.38378986603104,35.31254329824395,NA,NA,NA,0
NA,955,851,608,4952,NA,NA,NA,-15.383788898237366,35.3126364069861,NA,NA,NA,0
NA,958,819,593,4953,NA,NA,NA,-15.383787930404807,35.31272951572168,NA,NA,NA,0
NA,945,809,585,4954,NA,NA,NA,-15.383786962533366,35.31282262445067,NA,NA,NA,0
NA,945,828,590,4955,NA,NA,NA,-15.38378599462304,35.312915733173085,NA,NA,NA,0
NA,951,824,616,4956,NA,NA,NA,-15.383785026673824,35.31300884188893,NA,NA,NA,0
NA,973,850,671,4957,NA,NA,NA,-15.383784058685729,35.313101950598195,NA,NA,NA,0
NA,990,898,699,4958,NA,NA,NA,-15.383783090658747,35.313195059300874,NA,NA,NA,0
NA,988,904,731,4959,NA,NA,NA,-15.38378212259288,35.31328816799699,NA,NA,NA,0
NA,980,884,730,4960,NA,NA,NA,-15.383781154488128,35.31338127668652,NA,NA,NA,0
NA,983,849,707,4961,NA,NA,NA,-15.383780186344492,35.31347438536947,NA,NA,NA,0
NA,1013,885,735,4962,NA,NA,NA,-15.383779218161967,35.313567494045834,NA,NA,NA,0
NA,1008,859,726,4963,NA,NA,NA,-15.383778249940562,35.31366060271563,NA,NA,NA,0
NA,1009,856,744,4964,NA,NA,NA,-15.38377728168027,35.31375371137885,NA,NA,NA,0
NA,1004,868,725,4965,NA,NA,NA,-15.383776313381098,35.31384682003549,NA,NA,NA,0
NA,1047,941,872,4966,NA,NA,NA,-15.383775345043038,35.31393992868554,NA,NA,NA,0
NA,1097,990,1005,4967,NA,NA,NA,-15.383774376666093,35.31403303732902,NA,NA,NA,0
NA,1107,985,1027,4968,NA,NA,NA,-15.383773408250264,35.314126145965915,NA,NA,NA,0
NA,1112,980,1038,4969,NA,NA,NA,-15.383772439795548,35.31421925459623,NA,NA,NA,0
NA,1123,997,1040,4970,NA,NA,NA,-15.38377147130195,35.31431236321997,NA,NA,NA,0
NA,1111,958,960,4971,NA,NA,NA,-15.383770502769467,35.31440547183712,NA,NA,NA,0
NA,1062,907,860,4972,NA,NA,NA,-15.383769534198098,35.31449858044769,NA,NA,NA,0
NA,1077,940,931,4973,NA,NA,NA,-15.383768565587843,35.31459168905169,NA,NA,NA,0
NA,1085,979,995,4974,NA,NA,NA,-15.383767596938709,35.31468479764909,NA,NA,NA,0
NA,1033,890,819,4975,NA,NA,NA,-15.383766628250685,35.31477790623992,NA,NA,NA,0
NA,987,849,657,4976,NA,NA,NA,-15.383765659523778,35.31487101482417,NA,NA,NA,0
NA,987,858,667,4977,NA,NA,NA,-15.383764690757989,35.31496412340183,NA,NA,NA,0
NA,1020,916,757,4978,NA,NA,NA,-15.38376372195331,35.31505723197291,NA,NA,NA,0
NA,1235,1182,1090,4979,NA,NA,NA,-15.383762753109751,35.3151503405374,NA,NA,NA,0
NA,1150,1111,1088,4981,NA,NA,NA,-15.383760815305978,35.31533655764665,NA,NA,NA,0
NA,1045,922,863,4982,NA,NA,NA,-15.383759846345765,35.3154296661914,NA,NA,NA,0
NA,1030,923,805,4983,NA,NA,NA,-15.383758877346663,35.31552277472955,NA,NA,NA,0
NA,994,847,719,4984,NA,NA,NA,-15.38375790830868,35.31561588326113,NA,NA,NA,0
NA,974,816,603,4985,NA,NA,NA,-15.383756939231812,35.315708991786124,NA,NA,NA,0
NA,977,838,655,4986,NA,NA,NA,-15.383755970116065,35.31580210030454,NA,NA,NA,0
NA,1013,911,815,4987,NA,NA,NA,-15.383755000961424,35.31589520881636,NA,NA,NA,0
NA,1023,896,911,4988,NA,NA,NA,-15.383754031767904,35.31598831732159,NA,NA,NA,0
NA,980,820,719,4989,NA,NA,NA,-15.3837530625355,35.316081425820244,NA,NA,NA,0
NA,994,867,732,4990,NA,NA,NA,-15.383752093264212,35.31617453431231,NA,NA,NA,0
NA,996,891,760,4991,NA,NA,NA,-15.383751123954037,35.31626764279779,NA,NA,NA,0
NA,1125,1072,1223,4992,NA,NA,NA,-15.38375015460498,35.31636075127668,NA,NA,NA,0
NA,1171,1222,1632,4993,NA,NA,NA,-15.383749185217034,35.31645385974899,NA,NA,NA,0
NA,1176,1233,1647,4994,NA,NA,NA,-15.383748215790208,35.31654696821471,NA,NA,NA,0
NA,1292,1290,1429,5001,NA,NA,NA,-15.383741428713655,35.31719872729028,NA,NA,NA,0
NA,1214,1187,1390,5002,NA,NA,NA,-15.383740458975756,35.3172918357033,NA,NA,NA,0
NA,1194,1144,1341,5003,NA,NA,NA,-15.38373948919897,35.317384944109726,NA,NA,NA,0
NA,1213,1174,1438,5004,NA,NA,NA,-15.383738519383302,35.31747805250955,NA,NA,NA,0
NA,1214,1201,1438,5005,NA,NA,NA,-15.383737549528748,35.317571160902794,NA,NA,NA,0
NA,1224,1185,1463,5006,NA,NA,NA,-15.383736579635308,35.31766426928945,NA,NA,NA,0
NA,1220,1186,1477,5007,NA,NA,NA,-15.383735609702986,35.317757377669516,NA,NA,NA,0
NA,1190,1188,1487,5008,NA,NA,NA,-15.38373463973178,35.317850486042985,NA,NA,NA,0
NA,1158,1091,1281,5009,NA,NA,NA,-15.383733669721687,35.31794359440987,NA,NA,NA,0
NA,1102,981,1062,5010,NA,NA,NA,-15.383732699672713,35.31803670277016,NA,NA,NA,0
NA,1071,929,951,5011,NA,NA,NA,-15.383731729584854,35.31812981112385,NA,NA,NA,0
NA,1019,838,813,5012,NA,NA,NA,-15.383730759458109,35.31822291947096,NA,NA,NA,0
NA,994,815,703,5013,NA,NA,NA,-15.383729789292484,35.318316027811484,NA,NA,NA,0
NA,989,841,672,5014,NA,NA,NA,-15.38372881908797,35.318409136145405,NA,NA,NA,0
NA,1033,906,757,5015,NA,NA,NA,-15.383727848844574,35.31850224447273,NA,NA,NA,0
NA,1091,1010,1005,5016,NA,NA,NA,-15.383726878562296,35.318595352793466,NA,NA,NA,0
NA,1130,1055,1128,5017,NA,NA,NA,-15.383725908241132,35.31868846110761,NA,NA,NA,0
NA,1179,1082,1118,5018,NA,NA,NA,-15.383724937881082,35.318781569415165,NA,NA,NA,0
NA,1229,1185,1338,5019,NA,NA,NA,-15.383723967482153,35.31887467771612,NA,NA,NA,0
NA,1691,1809,2263,5025,NA,NA,NA,-15.383718144271992,35.319433327383386,NA,NA,NA,0
NA,1432,1421,1525,5027,NA,NA,NA,-15.383716202890872,35.319619543886375,NA,NA,NA,0
NA,1316,1319,1507,5028,NA,NA,NA,-15.383715232141984,35.319712652127976,NA,NA,NA,0
NA,1251,1261,1490,5029,NA,NA,NA,-15.38371426135421,35.31980576036298,NA,NA,NA,0
NA,1464,1545,1804,5031,NA,NA,NA,-15.383712319662012,35.319991976813206,NA,NA,NA,0
NA,1305,1354,1583,5032,NA,NA,NA,-15.38371134875759,35.320085085028424,NA,NA,NA,0
NA,1230,1214,1377,5033,NA,NA,NA,-15.383710377814284,35.32017819323704,NA,NA,NA,0
NA,1252,1231,1528,5034,NA,NA,NA,-15.383709406832091,35.320271301439064,NA,NA,NA,0
NA,1245,1241,1458,5035,NA,NA,NA,-15.383708435811018,35.320364409634486,NA,NA,NA,0
NA,1200,1152,1368,5036,NA,NA,NA,-15.383707464751058,35.320457517823314,NA,NA,NA,0
NA,1189,1117,1206,5037,NA,NA,NA,-15.383706493652214,35.32055062600554,NA,NA,NA,0
NA,1206,1152,1248,5038,NA,NA,NA,-15.383705522514488,35.32064373418117,NA,NA,NA,0
NA,1248,1183,1205,5039,NA,NA,NA,-15.383704551337878,35.32073684235019,NA,NA,NA,0
NA,1198,1127,1155,5040,NA,NA,NA,-15.383703580122384,35.320829950512625,NA,NA,NA,0
NA,1144,1069,1061,5041,NA,NA,NA,-15.383702608868008,35.320923058668455,NA,NA,NA,0
NA,1072,929,875,5042,NA,NA,NA,-15.383701637574744,35.321016166817685,NA,NA,NA,0
NA,1085,993,908,5043,NA,NA,NA,-15.383700666242598,35.321109274960314,NA,NA,NA,0
NA,1066,941,926,5044,NA,NA,NA,-15.383699694871568,35.32120238309635,NA,NA,NA,0
NA,1182,1120,1318,5046,NA,NA,NA,-15.38369775201286,35.32138859934861,NA,NA,NA,0
NA,1552,1491,1583,5048,NA,NA,NA,-15.383695808998617,35.32157481557446,NA,NA,NA,0
NA,1256,1273,1460,5049,NA,NA,NA,-15.383694837433168,35.32166792367749,NA,NA,NA,0
NA,1190,1149,1081,5050,NA,NA,NA,-15.383693865828835,35.32176103177391,NA,NA,NA,0
NA,1227,1162,966,5051,NA,NA,NA,-15.38369289418562,35.32185413986373,NA,NA,NA,0
NA,1248,1223,1284,5052,NA,NA,NA,-15.383691922503523,35.32194724794695,NA,NA,NA,0
NA,1211,1237,1422,5053,NA,NA,NA,-15.38369095078254,35.322040356023564,NA,NA,NA,0
NA,1179,1115,1155,5056,NA,NA,NA,-15.383688035386292,35.322319680213795,NA,NA,NA,0
NA,1069,934,876,5057,NA,NA,NA,-15.383687063509775,35.322412788263996,NA,NA,NA,0
NA,1015,876,711,5058,NA,NA,NA,-15.383686091594376,35.3225058963076,NA,NA,NA,0
NA,1034,902,797,5059,NA,NA,NA,-15.383685119640091,35.322599004344596,NA,NA,NA,0
NA,1049,957,875,5060,NA,NA,NA,-15.383684147646925,35.32269211237498,NA,NA,NA,0
NA,1050,958,881,5061,NA,NA,NA,-15.383683175614872,35.32278522039877,NA,NA,NA,0
NA,998,891,666,5062,NA,NA,NA,-15.383682203543938,35.32287832841595,NA,NA,NA,0
NA,989,920,688,5063,NA,NA,NA,-15.38368123143412,35.32297143642652,NA,NA,NA,0
NA,1025,911,788,5064,NA,NA,NA,-15.383680259285418,35.323064544430494,NA,NA,NA,0
NA,999,842,694,5065,NA,NA,NA,-15.383679287097834,35.32315765242786,NA,NA,NA,0
NA,999,888,685,5066,NA,NA,NA,-15.383678314871366,35.323250760418624,NA,NA,NA,0
NA,1032,947,784,5067,NA,NA,NA,-15.383677342606015,35.32334386840277,NA,NA,NA,0
NA,1034,925,772,5068,NA,NA,NA,-15.383676370301778,35.323436976380314,NA,NA,NA,0
NA,1059,952,863,5069,NA,NA,NA,-15.38367539795866,35.323530084351255,NA,NA,NA,0
NA,1039,932,778,5070,NA,NA,NA,-15.38367442557666,35.32362319231558,NA,NA,NA,0
NA,1029,899,730,5071,NA,NA,NA,-15.383673453155772,35.32371630027331,NA,NA,NA,0
NA,1027,893,747,5072,NA,NA,NA,-15.383672480696005,35.32380940822443,NA,NA,NA,0
NA,996,873,706,5073,NA,NA,NA,-15.38367150819735,35.32390251616893,NA,NA,NA,0
NA,976,881,642,5074,NA,NA,NA,-15.383670535659816,35.323995624106836,NA,NA,NA,0
NA,978,925,611,5075,NA,NA,NA,-15.383669563083398,35.32408873203812,NA,NA,NA,0
NA,1012,939,630,5076,NA,NA,NA,-15.383668590468094,35.32418183996281,NA,NA,NA,0
NA,993,906,636,5077,NA,NA,NA,-15.383667617813908,35.32427494788088,NA,NA,NA,0
NA,1008,904,664,5078,NA,NA,NA,-15.38366664512084,35.32436805579235,NA,NA,NA,0
NA,1001,888,668,5079,NA,NA,NA,-15.383665672388888,35.32446116369721,NA,NA,NA,0
NA,1006,858,671,5080,NA,NA,NA,-15.383664699618052,35.324554271595446,NA,NA,NA,0
NA,987,834,644,5081,NA,NA,NA,-15.383663726808331,35.32464737948708,NA,NA,NA,0
NA,1315,1186,1264,5084,NA,NA,NA,-15.383660808145876,35.32492670312233,NA,NA,NA,0
NA,1188,1045,1195,5085,NA,NA,NA,-15.383659835180628,35.32501981098752,NA,NA,NA,0
NA,1074,898,963,5086,NA,NA,NA,-15.383658862176487,35.3251129188461,NA,NA,NA,0
NA,1020,858,844,5087,NA,NA,NA,-15.383657889133474,35.325206026698076,NA,NA,NA,0
NA,1012,855,778,5088,NA,NA,NA,-15.383656916051573,35.325299134543435,NA,NA,NA,0
NA,1083,962,903,5089,NA,NA,NA,-15.383655942930789,35.32539224238218,NA,NA,NA,0
NA,1219,1141,1257,5090,NA,NA,NA,-15.383654969771118,35.32548535021431,NA,NA,NA,0
NA,1214,1141,1200,5091,NA,NA,NA,-15.383653996572567,35.325578458039836,NA,NA,NA,0
NA,1154,1052,1043,5094,NA,NA,NA,-15.383651076743616,35.325857781476714,NA,NA,NA,0
NA,1091,1040,1008,5095,NA,NA,NA,-15.383650103389533,35.32595088927579,NA,NA,NA,0
NA,1101,964,946,5096,NA,NA,NA,-15.383649129996568,35.32604399706824,NA,NA,NA,0
NA,1070,889,802,5097,NA,NA,NA,-15.383648156564718,35.32613710485408,NA,NA,NA,0
NA,1043,955,867,5098,NA,NA,NA,-15.383647183093986,35.326230212633305,NA,NA,NA,0
NA,1408,1283,1488,5100,NA,NA,NA,-15.38364523603587,35.32641642817191,NA,NA,NA,0
NA,1257,1250,1505,5101,NA,NA,NA,-15.38364426244849,35.326509535931294,NA,NA,NA,0
NA,1194,1100,1039,5103,NA,NA,NA,-15.383642315157076,35.3266957514302,NA,NA,NA,0
NA,1237,1180,1192,5104,NA,NA,NA,-15.383641341453046,35.32678885916974,NA,NA,NA,0
NA,1301,1242,1389,5105,NA,NA,NA,-15.383640367710134,35.32688196690265,NA,NA,NA,0
NA,1402,1337,1414,5106,NA,NA,NA,-15.383639393928336,35.32697507462895,NA,NA,NA,0
NA,1157,1119,1148,5108,NA,NA,NA,-15.383637446248091,35.3271612900617,NA,NA,NA,0
NA,1092,992,1037,5109,NA,NA,NA,-15.383636472349648,35.327254397768144,NA,NA,NA,0
NA,1010,904,785,5110,NA,NA,NA,-15.38363549841232,35.327347505467976,NA,NA,NA,0
NA,969,832,669,5111,NA,NA,NA,-15.383634524436108,35.32744061316119,NA,NA,NA,0
NA,967,845,662,5112,NA,NA,NA,-15.383633550421012,35.32753372084778,NA,NA,NA,0
NA,977,805,643,5113,NA,NA,NA,-15.383632576367036,35.327626828527755,NA,NA,NA,0
NA,989,840,706,5114,NA,NA,NA,-15.383631602274177,35.32771993620111,NA,NA,NA,0
NA,1048,923,845,5115,NA,NA,NA,-15.383630628142434,35.32781304386785,NA,NA,NA,0
NA,1032,973,812,5116,NA,NA,NA,-15.383629653971807,35.327906151527976,NA,NA,NA,0
NA,1010,924,767,5117,NA,NA,NA,-15.3836286797623,35.327999259181475,NA,NA,NA,0
NA,990,838,742,5118,NA,NA,NA,-15.38362770551391,35.32809236682835,NA,NA,NA,0
NA,1023,884,859,5119,NA,NA,NA,-15.3839111502369,35.30956481123368,NA,NA,NA,0
NA,1011,877,848,5120,NA,NA,NA,-15.383910183681603,35.309657920226194,NA,NA,NA,0
NA,988,842,726,5121,NA,NA,NA,-15.38390921708742,35.309751029212144,NA,NA,NA,0
NA,982,836,789,5122,NA,NA,NA,-15.38390825045435,35.309844138191536,NA,NA,NA,0
NA,949,823,656,5123,NA,NA,NA,-15.383907283782396,35.30993724716435,NA,NA,NA,0
NA,958,884,631,5124,NA,NA,NA,-15.383906317071554,35.3100303561306,NA,NA,NA,0
NA,954,834,622,5125,NA,NA,NA,-15.383905350321829,35.31012346509028,NA,NA,NA,0
NA,1048,954,880,5126,NA,NA,NA,-15.38390438353322,35.310216574043395,NA,NA,NA,0
NA,1079,955,907,5127,NA,NA,NA,-15.383903416705722,35.31030968298993,NA,NA,NA,0
NA,1015,884,800,5128,NA,NA,NA,-15.38390244983934,35.3104027919299,NA,NA,NA,0
NA,1057,991,958,5129,NA,NA,NA,-15.383901482934071,35.31049590086331,NA,NA,NA,0
NA,1094,1028,1102,5130,NA,NA,NA,-15.383900515989922,35.31058900979014,NA,NA,NA,0
NA,1035,924,899,5131,NA,NA,NA,-15.383899549006884,35.310682118710396,NA,NA,NA,0
NA,1007,915,842,5132,NA,NA,NA,-15.38389858198496,35.31077522762409,NA,NA,NA,0
NA,1044,956,1044,5133,NA,NA,NA,-15.383897614924152,35.31086833653121,NA,NA,NA,0
NA,1059,955,1096,5134,NA,NA,NA,-15.383896647824455,35.31096144543176,NA,NA,NA,0
NA,1041,912,982,5135,NA,NA,NA,-15.383895680685876,35.311054554325736,NA,NA,NA,0
NA,1015,867,870,5136,NA,NA,NA,-15.383894713508411,35.31114766321314,NA,NA,NA,0
NA,1029,900,931,5137,NA,NA,NA,-15.383893746292062,35.311240772093974,NA,NA,NA,0
NA,1042,924,911,5138,NA,NA,NA,-15.383892779036826,35.311333880968235,NA,NA,NA,0
NA,1086,1029,1039,5139,NA,NA,NA,-15.383891811742703,35.311426989835915,NA,NA,NA,0
NA,1151,1068,1127,5140,NA,NA,NA,-15.3838908444097,35.31152009869704,NA,NA,NA,0
NA,1108,1011,1027,5141,NA,NA,NA,-15.383889877037808,35.31161320755158,NA,NA,NA,0
NA,1060,969,979,5142,NA,NA,NA,-15.383888909627032,35.31170631639955,NA,NA,NA,0
NA,1039,907,900,5143,NA,NA,NA,-15.383887942177369,35.31179942524094,NA,NA,NA,0
NA,1017,861,842,5144,NA,NA,NA,-15.383886974688822,35.31189253407577,NA,NA,NA,0
NA,955,774,672,5145,NA,NA,NA,-15.383886007161388,35.31198564290401,NA,NA,NA,0
NA,933,743,552,5146,NA,NA,NA,-15.383885039595071,35.312078751725686,NA,NA,NA,0
NA,939,790,563,5147,NA,NA,NA,-15.38388407198987,35.312171860540786,NA,NA,NA,0
NA,956,860,606,5148,NA,NA,NA,-15.383883104345784,35.31226496934931,NA,NA,NA,0
NA,974,862,625,5149,NA,NA,NA,-15.383882136662807,35.312358078151256,NA,NA,NA,0
NA,946,825,602,5150,NA,NA,NA,-15.38388116894095,35.31245118694663,NA,NA,NA,0
NA,956,815,603,5151,NA,NA,NA,-15.383880201180206,35.31254429573543,NA,NA,NA,0
NA,956,884,634,5152,NA,NA,NA,-15.38387923338058,35.31263740451765,NA,NA,NA,0
NA,972,851,627,5153,NA,NA,NA,-15.383878265542066,35.312730513293296,NA,NA,NA,0
NA,934,816,588,5154,NA,NA,NA,-15.383877297664668,35.31282362206237,NA,NA,NA,0
NA,965,837,580,5155,NA,NA,NA,-15.383876329748386,35.31291673082486,NA,NA,NA,0
NA,965,832,625,5156,NA,NA,NA,-15.383875361793214,35.31300983958077,NA,NA,NA,0
NA,964,848,662,5157,NA,NA,NA,-15.383874393799161,35.31310294833011,NA,NA,NA,0
NA,983,914,699,5158,NA,NA,NA,-15.383873425766222,35.313196057072865,NA,NA,NA,0
NA,997,924,733,5159,NA,NA,NA,-15.3838724576944,35.31328916580905,NA,NA,NA,0
NA,1033,938,822,5160,NA,NA,NA,-15.38387148958369,35.313382274538654,NA,NA,NA,0
NA,1064,953,891,5161,NA,NA,NA,-15.383870521434096,35.31347538326168,NA,NA,NA,0
NA,1043,918,810,5162,NA,NA,NA,-15.383869553245615,35.31356849197813,NA,NA,NA,0
NA,1000,868,722,5163,NA,NA,NA,-15.383868585018254,35.313661600688,NA,NA,NA,0
NA,1008,872,773,5164,NA,NA,NA,-15.383867616752006,35.31375470939128,NA,NA,NA,0
NA,1035,903,813,5165,NA,NA,NA,-15.38386664844687,35.31384781808799,NA,NA,NA,0
NA,1102,978,968,5166,NA,NA,NA,-15.383865680102852,35.31394092677812,NA,NA,NA,0
NA,1112,1012,1040,5167,NA,NA,NA,-15.383864711719946,35.31403403546168,NA,NA,NA,0
NA,1110,986,1021,5168,NA,NA,NA,-15.38386374329816,35.314127144138645,NA,NA,NA,0
NA,1126,988,1032,5169,NA,NA,NA,-15.383862774837487,35.314220252809044,NA,NA,NA,0
NA,1121,1020,1059,5170,NA,NA,NA,-15.38386180633793,35.31431336147285,NA,NA,NA,0
NA,1127,1011,1063,5171,NA,NA,NA,-15.383860837799483,35.31440647013007,NA,NA,NA,0
NA,1124,1009,1056,5172,NA,NA,NA,-15.383859869222157,35.31449957878072,NA,NA,NA,0
NA,1135,1036,1116,5173,NA,NA,NA,-15.383858900605944,35.314592687424785,NA,NA,NA,0
NA,1101,996,1079,5174,NA,NA,NA,-15.383857931950844,35.31468579606227,NA,NA,NA,0
NA,1016,886,823,5175,NA,NA,NA,-15.383856963256862,35.31477890469317,NA,NA,NA,0
NA,959,816,628,5176,NA,NA,NA,-15.383855994523994,35.31487201331749,NA,NA,NA,0
NA,983,884,703,5177,NA,NA,NA,-15.383855025752244,35.314965121935224,NA,NA,NA,0
NA,1033,964,811,5178,NA,NA,NA,-15.383854056941605,35.315058230546384,NA,NA,NA,0
NA,1109,1041,967,5179,NA,NA,NA,-15.383853088092083,35.31515133915095,NA,NA,NA,0
NA,1125,1040,1031,5180,NA,NA,NA,-15.383852119203675,35.315244447748945,NA,NA,NA,0
NA,1083,979,1019,5181,NA,NA,NA,-15.383851150276389,35.31533755634034,NA,NA,NA,0
NA,1009,885,792,5182,NA,NA,NA,-15.383850181310208,35.31543066492517,NA,NA,NA,0
NA,991,835,676,5183,NA,NA,NA,-15.38384921230515,35.3155237735034,NA,NA,NA,0
NA,970,816,648,5184,NA,NA,NA,-15.383848243261204,35.315616882075055,NA,NA,NA,0
NA,972,865,642,5185,NA,NA,NA,-15.383847274178374,35.315709990640116,NA,NA,NA,0
NA,991,869,696,5186,NA,NA,NA,-15.383846305056656,35.3158030991986,NA,NA,NA,0
NA,1030,911,806,5187,NA,NA,NA,-15.38384533589606,35.3158962077505,NA,NA,NA,0
NA,1068,968,950,5188,NA,NA,NA,-15.383844366696572,35.315989316295806,NA,NA,NA,0
NA,1050,939,841,5189,NA,NA,NA,-15.383843397458202,35.31608242483453,NA,NA,NA,0
NA,1031,907,783,5190,NA,NA,NA,-15.383842428180952,35.316175533366675,NA,NA,NA,0
NA,1052,944,958,5191,NA,NA,NA,-15.383841458864811,35.31626864189222,NA,NA,NA,0
NA,1134,1101,1301,5192,NA,NA,NA,-15.383840489509788,35.31636175041119,NA,NA,NA,0
NA,1160,1169,1364,5193,NA,NA,NA,-15.38383952011588,35.31645485892357,NA,NA,NA,0
NA,1231,1146,1192,5195,NA,NA,NA,-15.383837581211411,35.316641075928565,NA,NA,NA,0
NA,1288,1277,1460,5197,NA,NA,NA,-15.383835642151404,35.31682729290722,NA,NA,NA,0
NA,1280,1269,1430,5200,NA,NA,NA,-15.38383273326976,35.317106618325774,NA,NA,NA,0
NA,1267,1279,1524,5201,NA,NA,NA,-15.383831763564777,35.31719972678545,NA,NA,NA,0
NA,1222,1222,1424,5202,NA,NA,NA,-15.383830793820907,35.31729283523854,NA,NA,NA,0
NA,1220,1215,1461,5203,NA,NA,NA,-15.383829824038155,35.31738594368503,NA,NA,NA,0
NA,1223,1216,1516,5204,NA,NA,NA,-15.383828854216516,35.317479052124945,NA,NA,NA,0
NA,1216,1215,1502,5205,NA,NA,NA,-15.383827884355991,35.31757216055826,NA,NA,NA,0
NA,1214,1213,1530,5206,NA,NA,NA,-15.383826914456586,35.31766526898499,NA,NA,NA,0
NA,1215,1227,1604,5207,NA,NA,NA,-15.383825944518298,35.31775837740512,NA,NA,NA,0
NA,1201,1224,1590,5208,NA,NA,NA,-15.38382497454112,35.31785148581867,NA,NA,NA,0
NA,1216,1160,1433,5209,NA,NA,NA,-15.383824004525062,35.31794459422562,NA,NA,NA,0
NA,1191,1107,1343,5210,NA,NA,NA,-15.383823034470115,35.318037702625986,NA,NA,NA,0
NA,1133,1053,1187,5211,NA,NA,NA,-15.38382206437629,35.31813081101976,NA,NA,NA,0
NA,1092,936,1025,5212,NA,NA,NA,-15.383821094243578,35.31822391940695,NA,NA,NA,0
NA,1050,870,867,5213,NA,NA,NA,-15.38382012407198,35.31831702778753,NA,NA,NA,0
NA,986,800,701,5214,NA,NA,NA,-15.3838191538615,35.318410136161525,NA,NA,NA,0
NA,986,845,678,5215,NA,NA,NA,-15.383818183612131,35.318503244528934,NA,NA,NA,0
NA,1192,1127,1155,5216,NA,NA,NA,-15.383817213323882,35.31859635288974,NA,NA,NA,0
NA,1223,1155,1323,5217,NA,NA,NA,-15.383816242996748,35.318689461243956,NA,NA,NA,0
NA,1199,1156,1196,5218,NA,NA,NA,-15.383815272630727,35.31878256959158,NA,NA,NA,0
NA,1255,1262,1366,5219,NA,NA,NA,-15.383814302225824,35.31887567793261,NA,NA,NA,0
NA,2130,2438,2810,5225,NA,NA,NA,-15.383808478979834,35.31943432784032,NA,NA,NA,0
NA,1454,1465,1641,5227,NA,NA,NA,-15.383806537586766,35.31962054442346,NA,NA,NA,0
NA,1365,1343,1582,5228,NA,NA,NA,-15.383805566831905,35.31971365270513,NA,NA,NA,0
NA,1262,1277,1587,5229,NA,NA,NA,-15.38380459603816,35.31980676098021,NA,NA,NA,0
NA,1292,1315,1464,5232,NA,NA,NA,-15.383801683423616,35.320086085765865,NA,NA,NA,0
NA,1282,1260,1422,5233,NA,NA,NA,-15.383800712474336,35.32017919401456,NA,NA,NA,0
NA,1276,1248,1452,5234,NA,NA,NA,-15.38379974148617,35.320272302256654,NA,NA,NA,0
NA,1278,1215,1340,5235,NA,NA,NA,-15.38379877045912,35.32036541049215,NA,NA,NA,0
NA,1275,1175,1267,5236,NA,NA,NA,-15.383797799393186,35.32045851872105,NA,NA,NA,0
NA,1190,1092,1124,5237,NA,NA,NA,-15.383796828288368,35.32055162694334,NA,NA,NA,0
NA,1093,1009,957,5238,NA,NA,NA,-15.383795857144666,35.32064473515904,NA,NA,NA,0
NA,1085,1003,914,5239,NA,NA,NA,-15.383794885962075,35.32073784336815,NA,NA,NA,0
NA,1055,970,838,5240,NA,NA,NA,-15.383793914740608,35.32083095157065,NA,NA,NA,0
NA,1131,1058,981,5241,NA,NA,NA,-15.383792943480254,35.320924059766554,NA,NA,NA,0
NA,1182,1062,1137,5242,NA,NA,NA,-15.383791972181015,35.32101716795586,NA,NA,NA,0
NA,1215,1146,1218,5243,NA,NA,NA,-15.383791000842892,35.32111027613856,NA,NA,NA,0
NA,1119,995,1023,5244,NA,NA,NA,-15.383790029465883,35.32120338431467,NA,NA,NA,0
