,latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
150,-15.38562354,35.31942576,385.3373,0.8556,"POLYGON((35.3195699532785 -15.3856098079018, 35.3195022759056 -15.3855041698036, 35.3192815623044 -15.3856372693179, 35.3193492396289 -15.3857429074925, 35.3195699532785 -15.3856098079018))",5GPQJ879+QQ34
204,-15.38295719,35.32089675,12.8768,0.7666,"POLYGON((35.3209179853694 -15.3829672307028, 35.320908535338 -15.3829373226513, 35.3208755224321 -15.3829471415973, 35.3208849724597 -15.3829770496507, 35.3209179853694 -15.3829672307028))",5GPQJ88C+R96P
355,-15.39234338,35.31860779,64.636,0.7728,"POLYGON((35.3186597704785 -15.3923544243814, 35.3186273910571 -15.3922953835761, 35.3185558168976 -15.3923323297407, 35.3185881963075 -15.3923913705583, 35.3186597704785 -15.3923544243814))",5GPQJ859+3C97
2014,-15.3856065,35.31987303,19.6267,0.6096,"POLYGON((35.3198719659532 -15.3855769015431, 35.3198524372889 -15.3855740455369, 35.3198492912626 -15.3855942943998, 35.3198773567661 -15.3856358767794, 35.3199024021125 -15.3856395395777, 35.3198719659532 -15.3855769015431))",5GPQJ879+QW5Q
2826,-15.38736191,35.32345135,168.7778,0.7169,"POLYGON((35.3235217482602 -15.3873013617608, 35.3234397419768 -15.3872713388534, 35.323380962926 -15.3874224631407, 35.3234629692654 -15.3874524860622, 35.3235217482602 -15.3873013617608))",5GPQJ87F+394F
3234,-15.38777314,35.32757077,28.7195,0.66,"POLYGON((35.3276022671281 -15.3877568564388, 35.3275614272191 -15.3877397225405, 35.3275392768036 -15.3877894190789, 35.3275801167213 -15.38780655298, 35.3276022671281 -15.3877568564388))",5GPQJ86H+V2W3
3350,-15.37965553,35.31496054,21.8183,0.6547,"POLYGON((35.3149891282471 -15.3796664051089, 35.3149715058525 -15.3796276967201, 35.3149319441348 -15.3796446512169, 35.3149495665245 -15.3796833596099, 35.3149891282471 -15.3796664051089))",5GPQJ8C7+4XPP
4857,-15.38050093,35.32491397,326.251,0.7206,"POLYGON((35.3250643858318 -15.3804698105534, 35.3249634410667 -15.3805628559296, 35.324877401904 -15.3804749876831, 35.3249185565956 -15.3804370535652, 35.3248463485722 -15.3803633104099, 35.3247653660384 -15.3804379555764, 35.3249577840352 -15.3806344642229, 35.3250985566299 -15.3805047077342, 35.3250643858318 -15.3804698105534))",5GPQJ89F+QXVR
7473,-15.38838842,35.31574714,73.3583,0.7922,"POLYGON((35.3157853381567 -15.3884373058414, 35.3157638255292 -15.3883292463881, 35.315708926562 -15.3883395338367, 35.3157304391637 -15.3884475932985, 35.3157853381567 -15.3884373058414))",5GPQJ868+J7XH
8345,-15.38778714,35.3154434,38.9747,0.75,"POLYGON((35.3154844567371 -15.3877864848502, 35.3154412874482 -15.3877473529553, 35.3154023469571 -15.3877877882917, 35.3154455162491 -15.3878269201939, 35.3154844567371 -15.3877864848502))",5GPQJ868+V5PC
9122,-15.37929966,35.31399903,40.6994,0.7645,"POLYGON((35.3140355328178 -15.3793210071609, 35.3140294376884 -15.3792706810367, 35.3139625257105 -15.3792783096261, 35.3139686208247 -15.3793286357551, 35.3140355328178 -15.3793210071609))",5GPQJ8C7+7HQ5
12280,-15.38836328,35.31998886,38.95,0.7006,"POLYGON((35.3199966277606 -15.3883205866721, 35.3199559274478 -15.3883339752269, 35.3199810900584 -15.3884059753247, 35.3200217903823 -15.3883925867637, 35.3199966277606 -15.3883205866721))",5GPQJ869+MX5G
13049,-15.38013928,35.31805215,86.8565,0.7998,"POLYGON((35.318109674358 -15.380164393946, 35.3180909856336 -15.3801481905375, 35.3181048786473 -15.3801331064961, 35.3180572216343 -15.3800917871243, 35.3180433286198 -15.380106871161, 35.3180189694816 -15.3800857513959, 35.3179851356831 -15.3801224856883, 35.3180758405689 -15.3802011282488, 35.318109674358 -15.380164393946))",5GPQJ899+W6VG
14808,-15.38304894,35.32468611,73.5845,0.8047,"POLYGON((35.3247430927618 -15.3830431841127, 35.3246663249944 -15.3829967717003, 35.3246291273793 -15.3830546872834, 35.3247058951636 -15.3831010997068, 35.3247430927618 -15.3830431841127))",5GPQJ88F+QVM5
17210,-15.37732803,35.31991899,15.9066,0.7412,"POLYGON((35.3199470946403 -15.3773308470834, 35.3199357513959 -15.3773059694801, 35.3198908971056 -15.3773252222165, 35.319902240347 -15.3773500998237, 35.3199470946403 -15.3773308470834))",5GPQJ8F9+3X7V
17267,-15.39377145,35.32112022,332.3209,0.8463,"POLYGON((35.3210270722037 -15.3936217057498, 35.3209684356241 -15.3936770826458, 35.321213371473 -15.3939211909357, 35.3212720080373 -15.3938658139758, 35.3210270722037 -15.3936217057498))",5GPQJ84C+FCX5
18311,-15.38320213,35.31786651,298.0949,0.7231,"POLYGON((35.317864742135 -15.3831246550565, 35.3178623024536 -15.3831587315343, 35.3178183786253 -15.383155771379, 35.317815426132 -15.3831970104874, 35.317709506543 -15.3831898722228, 35.3177055569405 -15.3832450381138, 35.3179688830791 -15.3832627844098, 35.3179782247354 -15.3831323029421, 35.317864742135 -15.3831246550565))",5GPQJ889+P49W
20449,-15.38591462,35.32489473,12.9583,0.6649,"POLYGON((35.3249146284994 -15.3859273335356, 35.3249043864596 -15.3858934897657, 35.324874817547 -15.3859019127615, 35.3248850595831 -15.3859357565333, 35.3249146284994 -15.3859273335356))",5GPQJ87F+JXJG
23703,-15.38759746,35.31769971,20.476,0.7523,"POLYGON((35.3177301991289 -15.3876032769675, 35.3176930614139 -15.3875680119056, 35.3176692314087 -15.3875916336041, 35.317706369125 -15.3876268986697, 35.3177301991289 -15.3876032769675))",5GPQJ869+X383
24149,-15.38698782,35.31863791,16.2892,0.6695,"POLYGON((35.3186606095379 -15.3870011453311, 35.3186519903448 -15.3869659300137, 35.3186152082489 -15.3869746000902, 35.3186237820158 -15.3870096298349, 35.3186606095379 -15.3870011453311))",5GPQJ879+6F2F
24993,-15.38273203,35.32603028,81.2352,0.7196,"POLYGON((35.3260128411017 -15.3826665094753, 35.3259775018436 -15.3827002545934, 35.3260167528071 -15.3827389477312, 35.3259928451003 -15.3827617769672, 35.3260286977546 -15.3827971200749, 35.3260879447158 -15.3827405457047, 35.3260128411017 -15.3826665094753))",5GPQJ88G+WC2Q
25241,-15.3895562,35.3148779,33.8452,0.6594,"POLYGON((35.314915 -15.389572, 35.3148757 -15.389517, 35.3148408 -15.3895404, 35.3148801 -15.3895954, 35.314915 -15.389572))",5GPQJ867+5XCJ
25425,-15.38019578,35.31843963,466.368,0.8004,"POLYGON((35.3184618759441 -15.380293483316, 35.3184434391493 -15.3802777997979, 35.3184900771286 -15.3802261903569, 35.3185085139218 -15.3802418738719, 35.3185687347175 -15.3801752336756, 35.3185502979262 -15.3801595501649, 35.3185811766623 -15.3801253798081, 35.3185173130659 -15.3800710533293, 35.3184944314194 -15.3800963741108, 35.3184607540297 -15.3800677259369, 35.3183925361199 -15.3801432156686, 35.3183757055371 -15.3801288984747, 35.3183290675436 -15.3801805078926, 35.3183458981281 -15.3801948250896, 35.3182991021198 -15.380246609339, 35.3184150799496 -15.3803452675892, 35.3184618759441 -15.380293483316))",5GPQJ899+W9G2
25961,-15.38191803,35.32676529,43.4259,0.7376,"POLYGON((35.3268124365917 -15.3819338995673, 35.3267466529133 -15.3818731164508, 35.3267181503235 -15.3819021539951, 35.3267839340052 -15.3819629371198, 35.3268124365917 -15.3819338995673))",5GPQJ89G+6PJ7
28536,-15.38628184,35.31767963,55.1479,0.8286,"POLYGON((35.3177263569541 -15.3863152237745, 35.3176710086017 -15.3862261701031, 35.3176329135119 -15.3862484567029, 35.3176882618578 -15.3863375103844, 35.3177263569541 -15.3863152237745))",5GPQJ879+F3MP
28959,-15.39129265,35.32712337,97.7436,0.7988,"POLYGON((35.327200526478 -15.3912723896275, 35.3271674246081 -15.39122794385, 35.3270462230706 -15.3913129070503, 35.3270793249333 -15.3913573528474, 35.327200526478 -15.3912723896275))",5GPQJ85G+FRQ9
31897,-15.39358739,35.31567931,52.2488,0.7165,"POLYGON((35.3157259301861 -15.393578393878, 35.3156695220847 -15.3935422659, 35.3156326974067 -15.3935963821732, 35.3156891055191 -15.3936325101591, 35.3157259301861 -15.393578393878))",5GPQJ848+H77G
32034,-15.39430181,35.31414952,173.9555,0.8237,"POLYGON((35.3141651946219 -15.3943335679528, 35.3141796423718 -15.3943492907378, 35.3142433551981 -15.3942941863968, 35.3141739566156 -15.394218663274, 35.3140547428511 -15.3943217695327, 35.3141096936854 -15.3943815699047, 35.3141651946219 -15.3943335679528))",5GPQJ847+7MCX
35866,-15.39041965,35.31725388,61.9536,0.8365,"POLYGON((35.3172989660862 -15.3903937610069, 35.3172377384353 -15.3903712882487, 35.3172087837865 -15.3904455412398, 35.3172700114583 -15.3904680140033, 35.3172989660862 -15.3903937610069))",5GPQJ858+RWJ6
38693,-15.3812601,35.31027638,50.1686,0.8503,"POLYGON((35.3103246729747 -15.3812807199003, 35.3103232225553 -15.3812365302598, 35.3102280874037 -15.3812394696295, 35.3102295378032 -15.3812836592734, 35.3103246729747 -15.3812807199003))",5GPQJ896+F4RH
38792,-15.391004,35.31425936,27.648,0.8072,"POLYGON((35.3142865795393 -15.3910248167844, 35.3142781174538 -15.3909757273156, 35.3142321569853 -15.3909831845075, 35.3142406190608 -15.3910322739795, 35.3142865795393 -15.3910248167844))",5GPQJ857+HPRV
39662,-15.38570341,35.3185437,22.1688,0.7592,"POLYGON((35.318572916977 -15.3857170621458, 35.3185444703721 -15.3856719654646, 35.3185144704375 -15.3856897781992, 35.3185429170393 -15.3857348748847, 35.318572916977 -15.3857170621458))",5GPQJ879+PC7V
40929,-15.39432272,35.31540795,115.5651,0.8097,"POLYGON((35.3154812169592 -15.3943382506094, 35.3153885312501 -15.3942524480243, 35.3153346844697 -15.3943071949936, 35.315427370188 -15.3943929976, 35.3154812169592 -15.3943382506094))",5GPQJ848+75F2
41570,-15.37799022,35.32783751,21.6562,0.6716,"POLYGON((35.3278485215302 -15.3780185997734, 35.3278623785969 -15.3779718663835, 35.327826479466 -15.3779618459803, 35.3278126223913 -15.378008579369, 35.3278485215302 -15.3780185997734))",5GPQJ8CH+R449
42248,-15.38170275,35.31700555,369.3707,0.8638,"POLYGON((35.317156009121 -15.3817602190617, 35.3169225639094 -15.3815680990951, 35.3168550814559 -15.3816452861316, 35.3170885267125 -15.3818374061644, 35.317156009121 -15.3817602190617))",5GPQJ898+8R6R
43134,-15.39126703,35.32058492,287.9883,0.7472,"POLYGON((35.3207300255104 -15.3911890730339, 35.3206622876071 -15.3911157170456, 35.3206158130201 -15.3911561106856, 35.3206404782192 -15.3911828215952, 35.3204262482422 -15.3913690204716, 35.3204693209506 -15.3914156656073, 35.3207300255104 -15.3911890730339))",5GPQJ85C+F6W8
44205,-15.380593,35.31698005,37.3368,0.7344,"POLYGON((35.3170251301381 -15.3805779704269, 35.317000781496 -15.3805513534689, 35.3169349634736 -15.3806080305083, 35.3169593121161 -15.3806346474735, 35.3170251301381 -15.3805779704269))",5GPQJ898+QQ97
44736,-15.38369711,35.31704115,558.9335,0.7909,"POLYGON((35.3172032177511 -15.3836416332905, 35.3170918343919 -15.3835714855883, 35.3170709152109 -15.3836027524749, 35.3169798157586 -15.3835453792141, 35.3169446301858 -15.3835979693243, 35.3170609683105 -15.3836712375631, 35.3170234470663 -15.3837273187056, 35.3169071089182 -15.3836540504494, 35.3168607709325 -15.3837233094291, 35.3170632538883 -15.3838508304937, 35.3172032177511 -15.3836416332905))",5GPQJ888+GRF3
48166,-15.38243445,35.32394165,32.1144,0.7086,"POLYGON((35.3239178174123 -15.3823954835909, 35.3238977078298 -15.3824191153058, 35.3239654945144 -15.3824734141307, 35.3239856040926 -15.38244978241, 35.3239178174123 -15.3823954835909))",5GPQJ89F+2HGJ
49627,-15.39258445,35.31464492,64.4884,0.6431,"POLYGON((35.3146483708478 -15.3926371974098, 35.3146948126586 -15.3925632397788, 35.3146414659704 -15.3925317094011, 35.3145950241436 -15.3926056670244, 35.3146483708478 -15.3926371974098))",5GPQJ847+XV6P
50697,-15.37778884,35.31969892,11.179,0.7264,"POLYGON((35.3197196358622 -15.3777962748076, 35.3197038184431 -15.3777679598716, 35.3196782211547 -15.3777814207023, 35.3196940385717 -15.3778097356403, 35.3197196358622 -15.3777962748076))",5GPQJ8C9+VVPF
51560,-15.39008978,35.31205532,49.5121,0.8039,"POLYGON((35.3121023697029 -15.3901032458234, 35.3120461771335 -15.3900430207133, 35.3120082728685 -15.3900763092913, 35.3120644654386 -15.390136534411, 35.3121023697029 -15.3901032458234))",5GPQJ856+XR7H
51717,-15.39201267,35.3277428,59.8144,0.7285,"POLYGON((35.3277993255293 -15.3920058141801, 35.3277713173183 -15.3919648260963, 35.3276862759422 -15.3920195221178, 35.3277142841472 -15.3920605102138, 35.3277993255293 -15.3920058141801))",5GPQJ85H+53XH
52353,-15.39335617,35.32336983,38.9752,0.738,"POLYGON((35.3234036679555 -15.3933807469024, 35.3234049484457 -15.3933333690883, 35.3233359864533 -15.393331614779, 35.3233347059473 -15.393378992595, 35.3234036679555 -15.3933807469024))",5GPQJ84F+M85Q
53384,-15.38868423,35.31641926,65.1985,0.8367,"POLYGON((35.3164589370247 -15.3886495997371, 35.3163896568266 -15.3886411555054, 35.3163795932596 -15.3887188718491, 35.3164488734841 -15.3887273160807, 35.3164589370247 -15.3886495997371))",5GPQJ868+GHFM
53929,-15.38865307,35.31587659,71.4793,0.7418,"POLYGON((35.3158851141793 -15.3887149563375, 35.3159185200267 -15.3886057094653, 35.3158680745115 -15.3885911900772, 35.3158346686379 -15.3887004369452, 35.3158851141793 -15.3887149563375))",5GPQJ868+G9JR
55191,-15.3900269,35.3143518,40.9954,0.66,"POLYGON((35.3143813 -15.3899997, 35.3143068 -15.3900054, 35.3143082 -15.3900234, 35.3143556 -15.3900596, 35.314386 -15.3900572, 35.3143813 -15.3899997))",5GPQJ857+XPQV
57609,-15.37928645,35.32508465,181.6925,0.7871,"POLYGON((35.3251054355112 -15.3794229884957, 35.3251201145696 -15.3791527923389, 35.3250638651502 -15.3791499156643, 35.3250491860182 -15.379420111829, 35.3251054355112 -15.3794229884957))",5GPQJ8CG+72PG
57980,-15.3840645,35.3186464,53.2329,0.7534,"POLYGON((35.3186491409689 -15.3840164645265, 35.3186010279966 -15.3840450793706, 35.3186436510141 -15.3841125393874, 35.3186917639932 -15.3840839245335, 35.3186491409689 -15.3840164645265))",5GPQJ889+9FCG
58102,-15.38482585,35.31058435,19.7708,0.6574,"POLYGON((35.3105982095671 -15.3848403841502, 35.3106113808648 -15.3848089034077, 35.3105803503443 -15.3847966825696, 35.3105551259626 -15.3848569713804, 35.3105982095671 -15.3848403841502))",5GPQJ886+368W
58398,-15.38685702,35.31954401,212.8903,0.7408,"POLYGON((35.3195535277752 -15.3867782563012, 35.319540659396 -15.3867868317593, 35.3195273586263 -15.386768044505, 35.3194449683338 -15.3868229491694, 35.319518578989 -15.386926923748, 35.319558838123 -15.3869000951685, 35.319590644742 -15.3869450217625, 35.3196456442989 -15.3869083701772, 35.3195535277752 -15.3867782563012))",5GPQJ879+7R3M
58588,-15.38766932,35.31586018,86.2379,0.7594,"POLYGON((35.3159310332327 -15.3876559560473, 35.3158998136829 -15.3876107912296, 35.3157893324517 -15.3876826750098, 35.3158205519931 -15.3877278398445, 35.3159310332327 -15.3876559560473))",5GPQJ868+W8Q8
60171,-15.39311118,35.31447427,17.9761,0.7082,"POLYGON((35.3144994453781 -15.3931228273192, 35.314486716595 -15.3930869661664, 35.3144491243992 -15.3930995251183, 35.3144618531775 -15.3931353862742, 35.3144994453781 -15.3931228273192))",5GPQJ847+QQ5C
61084,-15.38535299,35.31443362,147.951,0.8328,"POLYGON((35.3145066299702 -15.3853896273674, 35.3144638943934 -15.3852825021496, 35.3143575851009 -15.3853224225355, 35.3143886345539 -15.3854002542679, 35.314408934579 -15.3853926313737, 35.3144206206646 -15.3854219248843, 35.3145066299702 -15.3853896273674))",5GPQJ877+VQ3X
63507,-15.39376357,35.32553808,85.8575,0.797,"POLYGON((35.3255793501301 -15.3938114179116, 35.3255641719225 -15.3937065458302, 35.3254968223239 -15.3937157203948, 35.3255120004997 -15.3938205924856, 35.3255793501301 -15.3938114179116))",5GPQJ84G+F6VC
63786,-15.38579636,35.31492418,48.8052,0.7715,"POLYGON((35.3149213393925 -15.3857477605522, 35.3148806435883 -15.3857721569552, 35.314927010113 -15.3858449604944, 35.3149677059233 -15.3858205640815, 35.3149213393925 -15.3857477605522))",5GPQJ877+MXM4
64031,-15.38985565,35.31711759,66.5655,0.8171,"POLYGON((35.3171634942035 -15.3898827884274, 35.3171414658836 -15.3898089403202, 35.317071696101 -15.389828529492, 35.3170937244008 -15.3899023776091, 35.3171634942035 -15.3898827884274))",5GPQJ868+3R5Q
65311,-15.38596893,35.31962949,290.186,0.7894,"POLYGON((35.319756371409 -15.3859548222689, 35.3196993994161 -15.3858652332303, 35.3195026042305 -15.3859830328921, 35.3195595761856 -15.3860726219877, 35.319756371409 -15.3859548222689))",5GPQJ879+JV66
65829,-15.3864483,35.3164463,30.9898,0.6302,"POLYGON((35.3164758542078 -15.3864479841183, 35.3164475844235 -15.386418920894, 35.3164225196602 -15.3864136336645, 35.3164174961847 -15.3864360498168, 35.3164358504786 -15.3864755859034, 35.3164681421338 -15.386482397587, 35.3164758542078 -15.3864479841183))",5GPQJ878+CHG3
67812,-15.39224206,35.32541535,13.0917,0.6395,"POLYGON((35.3254396771832 -15.3922322328824, 35.3253929911997 -15.3922285381533, 35.3253910263915 -15.3922519060957, 35.32543771238 -15.3922556008242, 35.3254396771832 -15.3922322328824))",5GPQJ85G+4537
71180,-15.38231218,35.32358135,107.2933,0.7327,"POLYGON((35.3236497133758 -15.3823147536957, 35.3235747809137 -15.3822461054842, 35.3235129848001 -15.3823096006449, 35.3235879172719 -15.3823782488753, 35.3236497133758 -15.3823147536957))",5GPQJ89F+3CGG
71916,-15.38531019,35.32014881,55.026,0.6842,"POLYGON((35.3201922496585 -15.3853335206096, 35.3201606062258 -15.3852634030703, 35.3201053667417 -15.3852868687179, 35.3201370101618 -15.385356986267, 35.3201922496585 -15.3853335206096))",5GPQJ87C+V3CH
74500,-15.38575958,35.31454061,11.7429,0.6227,"POLYGON((35.3145629781931 -15.3857664771878, 35.3145558219494 -15.3857422501677, 35.314518249123 -15.3857526969626, 35.3145254053622 -15.3857769239847, 35.3145629781931 -15.3857664771878))",5GPQJ877+MRVM
74658,-15.39355983,35.32772393,21.9873,0.6431,"POLYGON((35.3277010513261 -15.3935932014099, 35.3277621043635 -15.3935444993443, 35.3277468280524 -15.3935264745773, 35.3276857750163 -15.3935751766395, 35.3277010513261 -15.3935932014099))",5GPQJ84H+H3HJ
74717,-15.38746204,35.31571928,255.296,0.6951,"POLYGON((35.3158220913204 -15.3874790871907, 35.3157179316378 -15.3873531260987, 35.3156598220979 -15.3873983562107, 35.3156810586538 -15.3874240377635, 35.3156446135914 -15.3874524051106, 35.315626758131 -15.3874308123427, 35.3156098960549 -15.3874439370881, 35.3157106746344 -15.3875658094458, 35.3158220913204 -15.3874790871907))",5GPQJ878+279C
