,latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
139,-15.7847709,35.00695515,168.4855,0.7576,"POLYGON((35.0070424472123 -15.784760180712, 35.0069159410913 -15.7846946096988, 35.0068678422346 -15.7847816159027, 35.0069943484004 -15.7848471869403, 35.0070424472123 -15.784760180712))",5GPQ6284+3QW4
2905,-15.78493008,35.01465246,111.1267,0.726,"POLYGON((35.0146656997224 -15.7850289802367, 35.0146871000996 -15.7848361663044, 35.0146392133659 -15.7848311830359, 35.0146178129461 -15.7850239969684, 35.0146656997224 -15.7850289802367))",5GPQ6287+2VCQ
3195,-15.78823298,35.00741013,70.9763,0.6427,"POLYGON((35.0074727074667 -15.7882235476202, 35.0074427342356 -15.7881804013545, 35.0073475432886 -15.7882424006703, 35.007377516512 -15.7882855469504, 35.0074727074667 -15.7882235476202))",5GPQ6264+PX3J
4331,-15.77663508,35.00661409,29.7629,0.685,"POLYGON((35.0066507129289 -15.7766363434105, 35.0066052829967 -15.7766006325909, 35.006577459795 -15.7766338220868, 35.006622889731 -15.7766695329119, 35.0066507129289 -15.7766363434105))",5GPQ62F4+8JXG
6627,-15.79067455,35.0086275,38.5191,0.6133,"POLYGON((35.0086759 -15.7907075, 35.0086012 -15.7906232, 35.0085791 -15.7906416, 35.0086538 -15.7907259, 35.0086759 -15.7907075))",5GPQ6255+PFJ2
6954,-15.7884452,35.00070114,42.1359,0.8115,"POLYGON((35.0007456723428 -15.7884417474377, 35.0006800214311 -15.78840707806, 35.0006566030397 -15.7884486549288, 35.0007222539627 -15.7884833243123, 35.0007456723428 -15.7884417474377))",5GPQ6262+J7G3
9776,-15.78759007,35.00867374,58.7992,0.6754,"POLYGON((35.0086827741233 -15.787654504961, 35.0087039518457 -15.7875320037801, 35.0086647092756 -15.7875256431431, 35.0086435315281 -15.7876481443224, 35.0086827741233 -15.787654504961))",5GPQ6265+XF78
10820,-15.77753676,35.00714965,20.4358,0.7442,"POLYGON((35.00717282298 -15.7775186162575, 35.0071323962338 -15.7775132291569, 35.007126470779 -15.7775549240187, 35.0071668975335 -15.7775603111201, 35.00717282298 -15.7775186162575))",5GPQ62C4+XVJH
11058,-15.78073474,35.00352183,267.3666,0.7869,"POLYGON((35.0036266297495 -15.7807104096591, 35.0034920368694 -15.7806344453026, 35.0034170243155 -15.7807590629369, 35.0035516172608 -15.7808350273331, 35.0036266297495 -15.7807104096591))",5GPQ6293+PC2P
11980,-15.79017514,35.00330915,14.881,0.6718,"POLYGON((35.0033305103713 -15.7901887944069, 35.0033194838362 -15.7901524605995, 35.0032877965141 -15.7901614764395, 35.0032988230444 -15.7901978102491, 35.0033305103713 -15.7901887944069))",5GPQ6253+W8FX
12337,-15.78300775,35.01675801,350.8031,0.827,"POLYGON((35.0168896584416 -15.7829179710773, 35.0168415866493 -15.7828873830678, 35.0168024547908 -15.7829450455778, 35.0167231381624 -15.7828945764774, 35.0166704530993 -15.7829722101234, 35.0167169806618 -15.7830018155783, 35.0166504247188 -15.7830998884897, 35.0167312856491 -15.783151340203, 35.0168896584416 -15.7829179710773))",5GPQ6288+QPRM
13062,-15.77656038,34.99963733,38.0814,0.7131,"POLYGON((34.9996777220978 -15.7765544006041, 34.9996368972378 -15.7765208204224, 34.9995969505207 -15.7765663584662, 34.999637775385 -15.7765999386549, 34.9996777220978 -15.7765544006041))",5GPP6XFX+9VCF
15632,-15.77613681,35.00463056,99.6779,0.8124,"POLYGON((35.0046883692352 -15.7761064033234, 35.0045971910919 -15.7760819022245, 35.0045727435691 -15.7761672109115, 35.0046639217503 -15.7761917120165, 35.0046883692352 -15.7761064033234))",5GPQ62F3+GVRC
