,latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
5458,-14.02059521,34.84807148,29.7871,0.7145,"POLYGON((34.8480977079856 -14.0205698608025, 34.84805834541 -14.0205701612356, 34.848058429093 -14.0205806132637, 34.8480422554965 -14.0205807367058, 34.8480425541345 -14.020618037063, 34.848098090317 -14.0206176131884, 34.8480977079856 -14.0205698608025))",5GQPXRHX+Q683
6704,-14.02323117,34.84482759,77.6676,0.8266,"POLYGON((34.8448847081568 -14.0232404724675, 34.8448285147948 -14.0231746421981, 34.8447704761921 -14.0232218690836, 34.8448266695525 -14.0232876993669, 34.8448847081568 -14.0232404724675))",5GQPXRGV+PW4M
16135,-14.0189494,34.84684833,69.8832,0.7633,"POLYGON((34.8469029174705 -14.0189432414163, 34.8468505431653 -14.0188957877096, 34.8467937418913 -14.0189555511527, 34.8468461162025 -14.0190030048722, 34.8469029174705 -14.0189432414163))",5GQPXRJW+CPH2
16845,-14.01306465,34.85035239,37.8547,0.7972,"POLYGON((34.8503891902326 -14.0130478468459, 34.8503429980342 -14.0130260622164, 34.8503155973427 -14.0130814522889, 34.8503617895512 -14.0131032369226, 34.8503891902326 -14.0130478468459))",5GQPXVP2+Q4HF
16846,-14.01295215,34.8512174,18.8598,0.6613,"POLYGON((34.851233494833 -14.0129775699637, 34.8512315185892 -14.0129256351121, 34.8512012893092 -14.012926731744, 34.8512032655462 -14.0129786665969, 34.851233494833 -14.0129775699637))",5GQPXVP2+RF8X
25737,-14.02153364,34.84867691,109.9379,0.8332,"POLYGON((34.8487521316402 -14.0215166938546, 34.8487095900811 -14.0214653590927, 34.8486016980429 -14.0215505926658, 34.8486442395987 -14.0216019274474, 34.8487521316402 -14.0215166938546))",5GQPXRHX+9FMP
32050,-14.01787539,34.84793407,42.2544,0.7856,"POLYGON((34.8479763339525 -14.0178798782553, 34.8479411525869 -14.0178344674344, 34.84789181635 -14.0178709052966, 34.8479269977132 -14.0179163161252, 34.8479763339525 -14.0178798782553))",5GQPXRJX+R5VX
41941,-14.02155034,34.84650253,19.4987,0.6039,"POLYGON((34.846530288642 -14.0215416382907, 34.8464882388341 -14.0215255370683, 34.846474781748 -14.0215590394461, 34.8465168315616 -14.0215751406699, 34.846530288642 -14.0215416382907))",5GQPXRHW+9JCR
42017,-14.02316005,34.84426618,73.3914,0.7739,"POLYGON((34.8443206107289 -14.0231728919295, 34.8442771159939 -14.0231064296787, 34.8442117494257 -14.0231472081139, 34.8442552441523 -14.0232136703778, 34.8443206107289 -14.0231728919295))",5GQPXRGV+PPJG
49798,-14.02001173,34.84873434,46.3116,0.7764,"POLYGON((34.8487805220841 -14.0200190765308, 34.8487212764506 -14.0199678537771, 34.8486881518665 -14.0200043770083, 34.8487473975046 -14.0200555997703, 34.8487805220841 -14.0200190765308))",5GQPXRHX+XFXF
51308,-14.02215658,34.84864151,47.1042,0.7722,"POLYGON((34.8486981061327 -14.0221677998308, 34.8486935952288 -14.0221322146203, 34.8485849140207 -14.0221453476485, 34.8485894249087 -14.022180932863, 34.8486981061327 -14.0221677998308))",5GQPXRHX+4FJP
52243,-14.0205402,34.8462467,22.9875,0.6246,"POLYGON((34.8462852007554 -14.0205335675354, 34.8462718580079 -14.0205109817002, 34.8462081947677 -14.0205468343407, 34.8462215375127 -14.0205694201807, 34.8462852007554 -14.0205335675354))",5GQPXRHW+QFQ9
54595,-14.02213278,34.84655872,43.4958,0.7392,"POLYGON((34.8466022171685 -14.0221346595018, 34.8465693910774 -14.0220915671533, 34.8465152164584 -14.0221309069473, 34.8465480425473 -14.0221739993034, 34.8466022171685 -14.0221346595018))",5GQPXRHW+4JVQ
54909,-14.02156607,34.84610799,46.1939,0.7666,"POLYGON((34.8461524873059 -14.0215651066189, 34.8461028981532 -14.0215229069545, 34.846063503699 -14.0215670367752, 34.8461130928562 -14.0216092364472, 34.8461524873059 -14.0215651066189))",5GQPXRHW+9CH7
55247,-14.02019899,34.8459473,34.7499,0.7679,"POLYGON((34.8459862808005 -14.0201954347353, 34.8459339698606 -14.0201630442929, 34.8459083180255 -14.0202025371635, 34.8459606289721 -14.0202349276107, 34.8459862808005 -14.0201954347353))",5GQPXRHW+W9G3
61839,-14.01991214,34.84667912,59.5393,0.7008,"POLYGON((34.8466575630111 -14.019856649415, 34.8466243753946 -14.0198863372282, 34.8467006685445 -14.0199676407077, 34.8467338561595 -14.0199379528844, 34.8466575630111 -14.019856649415))",5GQPXRJW+2MMG
65457,-14.02080931,34.84537317,39.3181,0.7829,"POLYGON((34.8454139882114 -14.0208132805828, 34.8453800034198 -14.0207698247631, 34.8453323583415 -14.0208053450934, 34.8453663431309 -14.02084880092, 34.8454139882114 -14.0208132805828))",5GQPXRHW+M4HQ
67980,-14.02529284,34.84102529,51.7715,0.7424,"POLYGON((34.8410724631747 -14.0252902618983, 34.8410293008386 -14.0252468758422, 34.8409781160058 -14.0252954159965, 34.8410212783437 -14.0253388020615, 34.8410724631747 -14.0252902618983))",5GQPXRFR+VCJ9
69231,-14.01690705,34.84825994,115.6987,0.8178,"POLYGON((34.8483298112953 -14.0168958390997, 34.8482606404961 -14.0168379165229, 34.848190071706 -14.0169182552217, 34.8482592425179 -14.0169761778161, 34.8483298112953 -14.0168958390997))",5GQPXRMX+68JM
70288,-14.01457263,34.85057399,70.8758,0.726,"POLYGON((34.8506280148535 -14.014562489867, 34.8505621656308 -14.0145201602131, 34.8505199606374 -14.0145827517952, 34.8505858098732 -14.0146250814592, 34.8506280148535 -14.014562489867))",5GQPXVP2+56G3
70342,-14.02086255,34.84524734,24.2728,0.6431,"POLYGON((34.8452822976161 -14.0208636667374, 34.8452668870144 -14.0208342378749, 34.845212379544 -14.0208614476036, 34.8452277901416 -14.0208908764699, 34.8452822976161 -14.0208636667374))",5GQPXRHW+M35H
75902,-14.02254828,34.84504664,18.468,0.6953,"POLYGON((34.8450555412984 -14.0225189232429, 34.845027842493 -14.0225237926824, 34.8450377707355 -14.0225776283762, 34.8450654695476 -14.0225727589351, 34.8450555412984 -14.0225189232429))",5GQPXRGW+X2M3
83021,-14.02221135,34.84361442,161.6931,0.7689,"POLYGON((34.8437002737972 -14.0222049917615, 34.843639658631 -14.0221309816285, 34.8435285692831 -14.0222177136281, 34.8435891844438 -14.0222917237903, 34.8437002737972 -14.0222049917615))",5GQPXRHV+4C9G
83749,-14.01715411,34.84812878,80.5677,0.7911,"POLYGON((34.8481913450954 -14.0171469480778, 34.8481461682667 -14.0171015016297, 34.8481037320847 -14.0171417166632, 34.8480852121783 -14.0171230862184, 34.8480613391888 -14.0171457096622, 34.8481250359268 -14.0172097865699, 34.8481913450954 -14.0171469480778))",5GQPXRMX+47JR
84245,-14.02096736,34.84548515,88.6849,0.7054,"POLYGON((34.8455375203037 -14.0209734291353, 34.8455217391568 -14.0209537237107, 34.8455409744269 -14.0209390387475, 34.845513266888 -14.0209044412014, 34.8454218004721 -14.0209742702305, 34.8454652891542 -14.0210285732171, 34.8455375203037 -14.0209734291353))",5GQPXRHW+J598
84320,-14.02111913,34.84597603,42.4224,0.7034,"POLYGON((34.8460179506065 -14.0211115491996, 34.8459688661255 -14.0210782534397, 34.8459341436198 -14.0211265885372, 34.8459830751145 -14.0211600972749, 34.8460179506065 -14.0211115491996))",5GQPXRHW+H956
