,latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
290,-14.81212343,34.62693109,11.8982,0.7103,"POLYGON((34.6269540794096 -14.8121249421584, 34.6269387721053 -14.8121022946899, 34.6269080880994 -14.8121219233599, 34.6269233954024 -14.8121445708308, 34.6269540794096 -14.8121249421584))",5GQP5JQG+5Q35
1320,-14.82174285,34.64355537,21.7679,0.704,"POLYGON((34.6435849580289 -14.8217337290141, 34.6435393137786 -14.8217170216531, 34.6435257957642 -14.8217519720215, 34.6435714400216 -14.8217686793847, 34.6435849580289 -14.8217337290141))",5GQP5JHV+8C39
1972,-14.82538977,34.63346346,113.58,0.7168,"POLYGON((34.6335275859379 -14.8254217982089, 34.6334725470606 -14.8253202115263, 34.6333993423288 -14.8253577449092, 34.6334543811854 -14.8254593316117, 34.6335275859379 -14.8254217982089))",5GQP5JFM+R9WH
2743,-14.81561994,34.63219961,66.567,0.801,"POLYGON((34.6322556582764 -14.8156416025866, 34.6322517105264 -14.815590400081, 34.6321435561928 -14.8155982920707, 34.632147503918 -14.8156494945806, 34.6322556582764 -14.8156416025866))",5GQP5JMJ+QV47
2952,-14.81141899,34.62683389,9.7466,0.6436,"POLYGON((34.626853463744 -14.8114129261162, 34.6268255420791 -14.8114007273972, 34.6268143244715 -14.8114250287199, 34.6268422461398 -14.8114372274403, 34.626853463744 -14.8114129261162))",5GQP5JQG+CPP8
3586,-14.82172751,34.64007044,61.9066,0.6889,"POLYGON((34.6401015520574 -14.8217675591047, 34.6401121846649 -14.8216980127493, 34.6400393253183 -14.8216874710158, 34.6400286926871 -14.8217570173707, 34.6401015520574 -14.8217675591047))",5GQP5JHR+824V
4696,-14.81718813,34.63210738,5.8699,0.6372,"POLYGON((34.6321195941212 -14.8171980243909, 34.6321174813281 -14.8171761786413, 34.6320951993744 -14.8171782181346, 34.6320973121653 -14.8172000638847, 34.6321195941212 -14.8171980243909))",5GQP5JMJ+4RHF
5467,-14.8145118,34.6331586,92.9325,0.8359,"POLYGON((34.6332218 -14.8145072, 34.6331475 -14.8144511, 34.6330954 -14.8145164, 34.6331697 -14.8145725, 34.6332218 -14.8145072))",5GQP5JPM+57VC
6147,-14.8154089,34.63581735,26.1252,0.7772,"POLYGON((34.6358464537783 -14.8154040165853, 34.6358097016873 -14.815384088687, 34.6357855569989 -14.8153862870171, 34.6357881557606 -14.8154133005808, 34.6358243049303 -14.8154336961531, 34.6358490919131 -14.8154314393389, 34.6358464537783 -14.8154040165853))",5GQP5JMP+R8PJ
6842,-14.81449826,34.64025765,139.3129,0.7841,"POLYGON((34.6403255310468 -14.8145390354327, 34.6403200273341 -14.8144498807534, 34.6401897724257 -14.8144574909111, 34.6401952760862 -14.8145466455988, 34.6403255310468 -14.8145390354327))",5GQP5JPR+6422
8153,-14.81395939,34.63419593,12.8667,0.7635,"POLYGON((34.6342120406568 -14.8139781691188, 34.634220624368 -14.8139547640455, 34.6341798272863 -14.8139406032817, 34.6341712435708 -14.8139640083538, 34.6342120406568 -14.8139781691188))",5GQP5JPM+CM8M
8269,-14.82433564,34.64274639,69.551,0.8183,"POLYGON((34.6427825087489 -14.8243756071494, 34.6427886776084 -14.8243018832241, 34.6427102702593 -14.8242956744698, 34.6427041013729 -14.8243693983956, 34.6427825087489 -14.8243756071494))",5GQP5JGV+739H
9525,-14.81273404,34.62956408,18.488,0.7332,"POLYGON((34.6295939524586 -14.8127332913429, 34.6295497944367 -14.8127085082968, 34.6295342108325 -14.8127347879787, 34.6295783688586 -14.8127595710277, 34.6295939524586 -14.8127332913429))",5GQP5JPH+WR4J
10821,-14.81577563,34.63121736,27.8013,0.8102,"POLYGON((34.631251137217 -14.8157678470696, 34.631205112756 -14.8157440325102, 34.631183576588 -14.8157834237366, 34.6312296010553 -14.8158072382993, 34.631251137217 -14.8157678470696))",5GQP5JMJ+MFPX
10881,-14.82125704,34.63310791,36.8064,0.7926,"POLYGON((34.6331436212781 -14.8212742101433, 34.6331199341974 -14.8212198648337, 34.6330721626979 -14.8212395700384, 34.633096102649 -14.8212944955355, 34.6331436212781 -14.8212742101433))",5GQP5JHM+F6XM
14876,-14.81278913,34.62976582,15.8758,0.6847,"POLYGON((34.6297907769119 -14.8127976865585, 34.6297800116357 -14.8127673834331, 34.6297408597632 -14.8127805474153, 34.629751625035 -14.8128108505429, 34.6297907769119 -14.8127976865585))",5GQP5JPH+VWJG
15142,-14.81863429,34.62844636,125.0967,0.7795,"POLYGON((34.6284658870827 -14.8187408041622, 34.6284763964786 -14.8185301180193, 34.6284268392604 -14.8185277785167, 34.6284163298162 -14.8187384646622, 34.6284658870827 -14.8187408041622))",5GQP5JJH+G9WM
15147,-14.82460003,34.64068974,67.5001,0.8485,"POLYGON((34.6407523361019 -14.8245849278441, 34.6407237442095 -14.8245467196692, 34.6406271378333 -14.8246151331064, 34.6406557297203 -14.8246533412939, 34.6407523361019 -14.8245849278441))",5GQP5JGR+574R
